id_mensalidade,id_aluno,competencia,data_vencimento,data_pagamento,valor,status,chave_competencia
MEN00006033,ALU00503,2026-09-01,2026-09-10,2026-09-15,1653.97,Pago,202609
MEN00006034,ALU00503,2026-10-01,2026-10-10,2026-10-17,1699.11,Pago,202610
MEN00006035,ALU00503,2026-11-01,2026-11-10,2026-11-09,1661.33,Pago,202611
MEN00006036,ALU00503,2026-12-01,2026-12-10,2026-12-13,1697.88,Pago,202612
MEN00006037,ALU00504,2026-01-01,2026-01-10,,1654.51,Em Aberto,202601
MEN00006038,ALU00504,2026-02-01,2026-02-10,2026-02-07,1623.58,Pago,202602
MEN00006039,ALU00504,2026-03-01,2026-03-10,2026-03-16,1619.53,Pago,202603
MEN00006040,ALU00504,2026-04-01,2026-04-10,,1608.46,Em Aberto,202604
MEN00006041,ALU00504,2026-05-01,2026-05-10,2026-05-12,1649.69,Pago,202605
MEN00006042,ALU00504,2026-06-01,2026-06-10,2026-06-10,1665.8,Pago,202606
MEN00006043,ALU00504,2026-07-01,2026-07-10,2026-07-13,1668.32,Pago,202607
MEN00006044,ALU00504,2026-08-01,2026-08-10,2026-08-11,1633.57,Pago,202608
MEN00006045,ALU00504,2026-09-01,2026-09-10,2026-09-16,1624.36,Pago,202609
MEN00006046,ALU00504,2026-10-01,2026-10-10,,1639.64,Em Aberto,202610
MEN00006047,ALU00504,2026-11-01,2026-11-10,2026-11-10,1684.61,Pago,202611
MEN00006048,ALU00504,2026-12-01,2026-12-10,,1681.84,Em Aberto,202612
MEN00006049,ALU00505,2026-01-01,2026-01-10,2026-01-17,1640.69,Pago,202601
MEN00006050,ALU00505,2026-02-01,2026-02-10,,1663.51,Em Aberto,202602
MEN00006051,ALU00505,2026-03-01,2026-03-10,2026-03-09,1695.05,Pago,202603
MEN00006052,ALU00505,2026-04-01,2026-04-10,2026-04-17,1648.92,Pago,202604
MEN00006053,ALU00505,2026-05-01,2026-05-10,2026-05-08,1634.6,Pago,202605
MEN00006054,ALU00505,2026-06-01,2026-06-10,,1691.61,Vencido,202606
MEN00006055,ALU00505,2026-07-01,2026-07-10,2026-07-17,1608.62,Pago,202607
MEN00006056,ALU00505,2026-08-01,2026-08-10,2026-08-09,1601.99,Pago,202608
MEN00006057,ALU00505,2026-09-01,2026-09-10,2026-09-18,1648.1,Pago,202609
MEN00006058,ALU00505,2026-10-01,2026-10-10,,1672.4,Vencido,202610
MEN00006059,ALU00505,2026-11-01,2026-11-10,2026-11-09,1631.87,Pago,202611
MEN00006060,ALU00505,2026-12-01,2026-12-10,2026-12-16,1658.52,Pago,202612
MEN00006061,ALU00506,2026-01-01,2026-01-10,2026-01-08,1664.07,Pago,202601
MEN00006062,ALU00506,2026-02-01,2026-02-10,2026-02-18,1695.08,Pago,202602
MEN00006063,ALU00506,2026-03-01,2026-03-10,2026-03-12,1675.28,Pago,202603
MEN00006064,ALU00506,2026-04-01,2026-04-10,2026-04-12,1685.92,Pago,202604
MEN00006065,ALU00506,2026-05-01,2026-05-10,,1604.92,Vencido,202605
MEN00006066,ALU00506,2026-06-01,2026-06-10,2026-06-14,1678.99,Pago,202606
MEN00006067,ALU00506,2026-07-01,2026-07-10,2026-07-09,1627.09,Pago,202607
MEN00006068,ALU00506,2026-08-01,2026-08-10,2026-08-08,1667.13,Pago,202608
MEN00006069,ALU00506,2026-09-01,2026-09-10,,1638.47,Em Aberto,202609
MEN00006070,ALU00506,2026-10-01,2026-10-10,2026-10-16,1678.55,Pago,202610
MEN00006071,ALU00506,2026-11-01,2026-11-10,2026-11-17,1638.95,Pago,202611
MEN00006072,ALU00506,2026-12-01,2026-12-10,2026-12-15,1603.69,Pago,202612
MEN00006073,ALU00507,2026-01-01,2026-01-10,2026-01-17,1699.29,Pago,202601
MEN00006074,ALU00507,2026-02-01,2026-02-10,2026-02-14,1674.16,Pago,202602
MEN00006075,ALU00507,2026-03-01,2026-03-10,2026-03-08,1608.1,Pago,202603
MEN00006076,ALU00507,2026-04-01,2026-04-10,2026-04-10,1635.63,Pago,202604
MEN00006077,ALU00507,2026-05-01,2026-05-10,,1690.94,Vencido,202605
MEN00006078,ALU00507,2026-06-01,2026-06-10,2026-06-13,1618.17,Pago,202606
MEN00006079,ALU00507,2026-07-01,2026-07-10,2026-07-12,1614.67,Pago,202607
MEN00006080,ALU00507,2026-08-01,2026-08-10,2026-08-10,1639.42,Pago,202608
MEN00006081,ALU00507,2026-09-01,2026-09-10,2026-09-07,1660.6,Pago,202609
MEN00006082,ALU00507,2026-10-01,2026-10-10,,1657.01,Vencido,202610
MEN00006083,ALU00507,2026-11-01,2026-11-10,2026-11-09,1667.05,Pago,202611
MEN00006084,ALU00507,2026-12-01,2026-12-10,,1646.45,Vencido,202612
MEN00006085,ALU00508,2026-01-01,2026-01-10,2026-01-14,1628.31,Pago,202601
MEN00006086,ALU00508,2026-02-01,2026-02-10,2026-02-16,1623.57,Pago,202602
MEN00006087,ALU00508,2026-03-01,2026-03-10,2026-03-07,1606.45,Pago,202603
MEN00006088,ALU00508,2026-04-01,2026-04-10,2026-04-11,1601.33,Pago,202604
MEN00006089,ALU00508,2026-05-01,2026-05-10,2026-05-16,1692.92,Pago,202605
MEN00006090,ALU00508,2026-06-01,2026-06-10,2026-06-10,1685.3,Pago,202606
MEN00006091,ALU00508,2026-07-01,2026-07-10,2026-07-18,1672.12,Pago,202607
MEN00006092,ALU00508,2026-08-01,2026-08-10,2026-08-16,1606.58,Pago,202608
MEN00006093,ALU00508,2026-09-01,2026-09-10,2026-09-10,1605.57,Pago,202609
MEN00006094,ALU00508,2026-10-01,2026-10-10,,1657.21,Em Aberto,202610
MEN00006095,ALU00508,2026-11-01,2026-11-10,,1641.96,Em Aberto,202611
MEN00006096,ALU00508,2026-12-01,2026-12-10,2026-12-17,1668.14,Pago,202612
MEN00006097,ALU00509,2026-01-01,2026-01-10,2026-01-12,1651.59,Pago,202601
MEN00006098,ALU00509,2026-02-01,2026-02-10,2026-02-17,1688.3,Pago,202602
MEN00006099,ALU00509,2026-03-01,2026-03-10,2026-03-17,1657.23,Pago,202603
MEN00006100,ALU00509,2026-04-01,2026-04-10,2026-04-12,1693.52,Pago,202604
MEN00006101,ALU00509,2026-05-01,2026-05-10,2026-05-07,1654.12,Pago,202605
MEN00006102,ALU00509,2026-06-01,2026-06-10,2026-06-09,1660.13,Pago,202606
MEN00006103,ALU00509,2026-07-01,2026-07-10,2026-07-13,1615.09,Pago,202607
MEN00006104,ALU00509,2026-08-01,2026-08-10,2026-08-18,1672.28,Pago,202608
MEN00006105,ALU00509,2026-09-01,2026-09-10,2026-09-13,1676.04,Pago,202609
MEN00006106,ALU00509,2026-10-01,2026-10-10,2026-10-11,1614.55,Pago,202610
MEN00006107,ALU00509,2026-11-01,2026-11-10,2026-11-09,1687.95,Pago,202611
MEN00006108,ALU00509,2026-12-01,2026-12-10,2026-12-10,1621.78,Pago,202612
MEN00006109,ALU00510,2026-01-01,2026-01-10,2026-01-11,1667.95,Pago,202601
MEN00006110,ALU00510,2026-02-01,2026-02-10,2026-02-08,1615.98,Pago,202602
MEN00006111,ALU00510,2026-03-01,2026-03-10,2026-03-14,1690.16,Pago,202603
MEN00006112,ALU00510,2026-04-01,2026-04-10,2026-04-08,1686.55,Pago,202604
MEN00006113,ALU00510,2026-05-01,2026-05-10,2026-05-10,1659.03,Pago,202605
MEN00006114,ALU00510,2026-06-01,2026-06-10,2026-06-16,1617.85,Pago,202606
MEN00006115,ALU00510,2026-07-01,2026-07-10,2026-07-14,1640.63,Pago,202607
MEN00006116,ALU00510,2026-08-01,2026-08-10,2026-08-11,1690.12,Pago,202608
MEN00006117,ALU00510,2026-09-01,2026-09-10,2026-09-08,1695.8,Pago,202609
MEN00006118,ALU00510,2026-10-01,2026-10-10,,1689.5,Em Aberto,202610
MEN00006119,ALU00510,2026-11-01,2026-11-10,2026-11-17,1677.58,Pago,202611
MEN00006120,ALU00510,2026-12-01,2026-12-10,2026-12-16,1631.43,Pago,202612
MEN00006121,ALU00511,2026-01-01,2026-01-10,,1615.06,Vencido,202601
MEN00006122,ALU00511,2026-02-01,2026-02-10,2026-02-17,1697.19,Pago,202602
MEN00006123,ALU00511,2026-03-01,2026-03-10,2026-03-10,1630.1,Pago,202603
MEN00006124,ALU00511,2026-04-01,2026-04-10,2026-04-17,1618.85,Pago,202604
MEN00006125,ALU00511,2026-05-01,2026-05-10,2026-05-11,1671.58,Pago,202605
MEN00006126,ALU00511,2026-06-01,2026-06-10,2026-06-14,1623.3,Pago,202606
MEN00006127,ALU00511,2026-07-01,2026-07-10,,1608.1,Em Aberto,202607
MEN00006128,ALU00511,2026-08-01,2026-08-10,2026-08-15,1614.63,Pago,202608
MEN00006129,ALU00511,2026-09-01,2026-09-10,2026-09-10,1676.95,Pago,202609
MEN00006130,ALU00511,2026-10-01,2026-10-10,2026-10-12,1664.46,Pago,202610
MEN00006131,ALU00511,2026-11-01,2026-11-10,2026-11-17,1605.52,Pago,202611
MEN00006132,ALU00511,2026-12-01,2026-12-10,2026-12-16,1607.0,Pago,202612
MEN00006133,ALU00512,2026-01-01,2026-01-10,2026-01-18,1689.22,Pago,202601
MEN00006134,ALU00512,2026-02-01,2026-02-10,2026-02-09,1609.64,Pago,202602
MEN00006135,ALU00512,2026-03-01,2026-03-10,2026-03-17,1635.36,Pago,202603
MEN00006136,ALU00512,2026-04-01,2026-04-10,2026-04-14,1606.48,Pago,202604
MEN00006137,ALU00512,2026-05-01,2026-05-10,,1609.1,Vencido,202605
MEN00006138,ALU00512,2026-06-01,2026-06-10,2026-06-11,1686.31,Pago,202606
MEN00006139,ALU00512,2026-07-01,2026-07-10,2026-07-13,1618.8,Pago,202607
MEN00006140,ALU00512,2026-08-01,2026-08-10,,1685.06,Em Aberto,202608
MEN00006141,ALU00512,2026-09-01,2026-09-10,2026-09-10,1676.08,Pago,202609
MEN00006142,ALU00512,2026-10-01,2026-10-10,2026-10-09,1689.45,Pago,202610
MEN00006143,ALU00512,2026-11-01,2026-11-10,2026-11-12,1650.34,Pago,202611
MEN00006144,ALU00512,2026-12-01,2026-12-10,2026-12-07,1642.07,Pago,202612
MEN00006145,ALU00513,2026-01-01,2026-01-10,2026-01-18,1613.81,Pago,202601
MEN00006146,ALU00513,2026-02-01,2026-02-10,2026-02-17,1602.99,Pago,202602
MEN00006147,ALU00513,2026-03-01,2026-03-10,2026-03-15,1600.69,Pago,202603
MEN00006148,ALU00513,2026-04-01,2026-04-10,2026-04-09,1660.54,Pago,202604
MEN00006149,ALU00513,2026-05-01,2026-05-10,2026-05-13,1638.36,Pago,202605
MEN00006150,ALU00513,2026-06-01,2026-06-10,2026-06-11,1689.94,Pago,202606
MEN00006151,ALU00513,2026-07-01,2026-07-10,2026-07-12,1644.0,Pago,202607
MEN00006152,ALU00513,2026-08-01,2026-08-10,2026-08-07,1664.64,Pago,202608
MEN00006153,ALU00513,2026-09-01,2026-09-10,2026-09-10,1601.28,Pago,202609
MEN00006154,ALU00513,2026-10-01,2026-10-10,2026-10-08,1645.45,Pago,202610
MEN00006155,ALU00513,2026-11-01,2026-11-10,,1624.15,Em Aberto,202611
MEN00006156,ALU00513,2026-12-01,2026-12-10,2026-12-15,1698.59,Pago,202612
MEN00006157,ALU00514,2026-01-01,2026-01-10,2026-01-15,1629.2,Pago,202601
MEN00006158,ALU00514,2026-02-01,2026-02-10,2026-02-08,1629.47,Pago,202602
MEN00006159,ALU00514,2026-03-01,2026-03-10,2026-03-16,1662.12,Pago,202603
MEN00006160,ALU00514,2026-04-01,2026-04-10,2026-04-18,1603.54,Pago,202604
MEN00006161,ALU00514,2026-05-01,2026-05-10,2026-05-12,1683.57,Pago,202605
MEN00006162,ALU00514,2026-06-01,2026-06-10,2026-06-13,1619.05,Pago,202606
MEN00006163,ALU00514,2026-07-01,2026-07-10,2026-07-11,1610.39,Pago,202607
MEN00006164,ALU00514,2026-08-01,2026-08-10,2026-08-16,1641.13,Pago,202608
MEN00006165,ALU00514,2026-09-01,2026-09-10,,1609.23,Em Aberto,202609
MEN00006166,ALU00514,2026-10-01,2026-10-10,2026-10-15,1670.91,Pago,202610
MEN00006167,ALU00514,2026-11-01,2026-11-10,2026-11-14,1672.44,Pago,202611
MEN00006168,ALU00514,2026-12-01,2026-12-10,2026-12-18,1689.58,Pago,202612
MEN00006169,ALU00515,2026-01-01,2026-01-10,2026-01-17,1641.74,Pago,202601
MEN00006170,ALU00515,2026-02-01,2026-02-10,2026-02-16,1698.37,Pago,202602
MEN00006171,ALU00515,2026-03-01,2026-03-10,2026-03-16,1604.18,Pago,202603
MEN00006172,ALU00515,2026-04-01,2026-04-10,2026-04-13,1617.47,Pago,202604
MEN00006173,ALU00515,2026-05-01,2026-05-10,2026-05-14,1684.19,Pago,202605
MEN00006174,ALU00515,2026-06-01,2026-06-10,2026-06-14,1608.75,Pago,202606
MEN00006175,ALU00515,2026-07-01,2026-07-10,2026-07-18,1691.23,Pago,202607
MEN00006176,ALU00515,2026-08-01,2026-08-10,2026-08-17,1675.33,Pago,202608
MEN00006177,ALU00515,2026-09-01,2026-09-10,2026-09-11,1696.05,Pago,202609
MEN00006178,ALU00515,2026-10-01,2026-10-10,2026-10-18,1659.16,Pago,202610
MEN00006179,ALU00515,2026-11-01,2026-11-10,2026-11-18,1663.79,Pago,202611
MEN00006180,ALU00515,2026-12-01,2026-12-10,,1609.29,Em Aberto,202612
MEN00006181,ALU00516,2026-01-01,2026-01-10,,1639.2,Vencido,202601
MEN00006182,ALU00516,2026-02-01,2026-02-10,2026-02-11,1664.05,Pago,202602
MEN00006183,ALU00516,2026-03-01,2026-03-10,2026-03-18,1637.05,Pago,202603
MEN00006184,ALU00516,2026-04-01,2026-04-10,2026-04-14,1615.91,Pago,202604
MEN00006185,ALU00516,2026-05-01,2026-05-10,2026-05-16,1685.73,Pago,202605
MEN00006186,ALU00516,2026-06-01,2026-06-10,2026-06-11,1678.84,Pago,202606
MEN00006187,ALU00516,2026-07-01,2026-07-10,2026-07-13,1694.93,Pago,202607
MEN00006188,ALU00516,2026-08-01,2026-08-10,2026-08-11,1626.95,Pago,202608
MEN00006189,ALU00516,2026-09-01,2026-09-10,2026-09-17,1663.59,Pago,202609
MEN00006190,ALU00516,2026-10-01,2026-10-10,2026-10-18,1696.51,Pago,202610
MEN00006191,ALU00516,2026-11-01,2026-11-10,2026-11-13,1656.96,Pago,202611
MEN00006192,ALU00516,2026-12-01,2026-12-10,2026-12-18,1689.77,Pago,202612
MEN00006193,ALU00517,2026-01-01,2026-01-10,2026-01-18,1604.85,Pago,202601
MEN00006194,ALU00517,2026-02-01,2026-02-10,2026-02-11,1668.07,Pago,202602
MEN00006195,ALU00517,2026-03-01,2026-03-10,2026-03-12,1671.15,Pago,202603
MEN00006196,ALU00517,2026-04-01,2026-04-10,2026-04-11,1615.11,Pago,202604
MEN00006197,ALU00517,2026-05-01,2026-05-10,,1630.57,Em Aberto,202605
MEN00006198,ALU00517,2026-06-01,2026-06-10,2026-06-17,1646.46,Pago,202606
MEN00006199,ALU00517,2026-07-01,2026-07-10,2026-07-08,1600.75,Pago,202607
MEN00006200,ALU00517,2026-08-01,2026-08-10,2026-08-18,1604.76,Pago,202608
MEN00006201,ALU00517,2026-09-01,2026-09-10,2026-09-08,1692.96,Pago,202609
MEN00006202,ALU00517,2026-10-01,2026-10-10,2026-10-08,1651.07,Pago,202610
MEN00006203,ALU00517,2026-11-01,2026-11-10,,1637.7,Em Aberto,202611
MEN00006204,ALU00517,2026-12-01,2026-12-10,2026-12-14,1689.5,Pago,202612
MEN00006205,ALU00518,2026-01-01,2026-01-10,2026-01-07,1621.8,Pago,202601
MEN00006206,ALU00518,2026-02-01,2026-02-10,,1681.83,Vencido,202602
MEN00006207,ALU00518,2026-03-01,2026-03-10,2026-03-07,1607.43,Pago,202603
MEN00006208,ALU00518,2026-04-01,2026-04-10,2026-04-10,1620.77,Pago,202604
MEN00006209,ALU00518,2026-05-01,2026-05-10,,1670.88,Em Aberto,202605
MEN00006210,ALU00518,2026-06-01,2026-06-10,2026-06-17,1633.7,Pago,202606
MEN00006211,ALU00518,2026-07-01,2026-07-10,2026-07-13,1682.52,Pago,202607
MEN00006212,ALU00518,2026-08-01,2026-08-10,2026-08-07,1688.3,Pago,202608
MEN00006213,ALU00518,2026-09-01,2026-09-10,,1659.04,Em Aberto,202609
MEN00006214,ALU00518,2026-10-01,2026-10-10,,1664.98,Em Aberto,202610
MEN00006215,ALU00518,2026-11-01,2026-11-10,,1622.96,Vencido,202611
MEN00006216,ALU00518,2026-12-01,2026-12-10,2026-12-08,1690.73,Pago,202612
MEN00006217,ALU00519,2026-01-01,2026-01-10,2026-01-07,1685.5,Pago,202601
MEN00006218,ALU00519,2026-02-01,2026-02-10,2026-02-17,1641.67,Pago,202602
MEN00006219,ALU00519,2026-03-01,2026-03-10,,1641.85,Em Aberto,202603
MEN00006220,ALU00519,2026-04-01,2026-04-10,2026-04-18,1661.11,Pago,202604
MEN00006221,ALU00519,2026-05-01,2026-05-10,2026-05-09,1675.25,Pago,202605
MEN00006222,ALU00519,2026-06-01,2026-06-10,2026-06-14,1690.2,Pago,202606
MEN00006223,ALU00519,2026-07-01,2026-07-10,2026-07-07,1688.03,Pago,202607
MEN00006224,ALU00519,2026-08-01,2026-08-10,2026-08-10,1658.14,Pago,202608
MEN00006225,ALU00519,2026-09-01,2026-09-10,,1668.89,Em Aberto,202609
MEN00006226,ALU00519,2026-10-01,2026-10-10,2026-10-07,1651.99,Pago,202610
MEN00006227,ALU00519,2026-11-01,2026-11-10,,1652.92,Vencido,202611
MEN00006228,ALU00519,2026-12-01,2026-12-10,2026-12-08,1614.94,Pago,202612
MEN00006229,ALU00520,2026-01-01,2026-01-10,2026-01-17,1613.41,Pago,202601
MEN00006230,ALU00520,2026-02-01,2026-02-10,2026-02-15,1689.89,Pago,202602
MEN00006231,ALU00520,2026-03-01,2026-03-10,2026-03-13,1661.82,Pago,202603
MEN00006232,ALU00520,2026-04-01,2026-04-10,2026-04-11,1636.42,Pago,202604
MEN00006233,ALU00520,2026-05-01,2026-05-10,2026-05-09,1604.31,Pago,202605
MEN00006234,ALU00520,2026-06-01,2026-06-10,2026-06-10,1661.1,Pago,202606
MEN00006235,ALU00520,2026-07-01,2026-07-10,2026-07-08,1632.88,Pago,202607
MEN00006236,ALU00520,2026-08-01,2026-08-10,2026-08-08,1696.7,Pago,202608
MEN00006237,ALU00520,2026-09-01,2026-09-10,,1644.88,Em Aberto,202609
MEN00006238,ALU00520,2026-10-01,2026-10-10,2026-10-09,1699.44,Pago,202610
MEN00006239,ALU00520,2026-11-01,2026-11-10,2026-11-17,1693.14,Pago,202611
MEN00006240,ALU00520,2026-12-01,2026-12-10,2026-12-17,1633.15,Pago,202612
MEN00006241,ALU00521,2026-01-01,2026-01-10,2026-01-16,1687.19,Pago,202601
MEN00006242,ALU00521,2026-02-01,2026-02-10,2026-02-12,1693.51,Pago,202602
MEN00006243,ALU00521,2026-03-01,2026-03-10,2026-03-14,1688.56,Pago,202603
MEN00006244,ALU00521,2026-04-01,2026-04-10,2026-04-15,1623.37,Pago,202604
MEN00006245,ALU00521,2026-05-01,2026-05-10,,1634.83,Vencido,202605
MEN00006246,ALU00521,2026-06-01,2026-06-10,2026-06-18,1606.48,Pago,202606
MEN00006247,ALU00521,2026-07-01,2026-07-10,2026-07-11,1640.29,Pago,202607
MEN00006248,ALU00521,2026-08-01,2026-08-10,2026-08-09,1693.62,Pago,202608
MEN00006249,ALU00521,2026-09-01,2026-09-10,2026-09-07,1665.72,Pago,202609
MEN00006250,ALU00521,2026-10-01,2026-10-10,2026-10-08,1691.36,Pago,202610
MEN00006251,ALU00521,2026-11-01,2026-11-10,2026-11-13,1687.22,Pago,202611
MEN00006252,ALU00521,2026-12-01,2026-12-10,2026-12-07,1631.99,Pago,202612
MEN00006253,ALU00522,2026-01-01,2026-01-10,2026-01-08,1652.26,Pago,202601
MEN00006254,ALU00522,2026-02-01,2026-02-10,2026-02-16,1675.92,Pago,202602
MEN00006255,ALU00522,2026-03-01,2026-03-10,,1629.23,Vencido,202603
MEN00006256,ALU00522,2026-04-01,2026-04-10,,1622.9,Em Aberto,202604
MEN00006257,ALU00522,2026-05-01,2026-05-10,2026-05-14,1679.87,Pago,202605
MEN00006258,ALU00522,2026-06-01,2026-06-10,,1698.17,Em Aberto,202606
MEN00006259,ALU00522,2026-07-01,2026-07-10,2026-07-12,1661.24,Pago,202607
MEN00006260,ALU00522,2026-08-01,2026-08-10,,1625.04,Em Aberto,202608
MEN00006261,ALU00522,2026-09-01,2026-09-10,2026-09-08,1695.49,Pago,202609
MEN00006262,ALU00522,2026-10-01,2026-10-10,,1655.91,Vencido,202610
MEN00006263,ALU00522,2026-11-01,2026-11-10,2026-11-07,1689.17,Pago,202611
MEN00006264,ALU00522,2026-12-01,2026-12-10,2026-12-15,1668.08,Pago,202612
MEN00006265,ALU00523,2026-01-01,2026-01-10,,1679.52,Vencido,202601
MEN00006266,ALU00523,2026-02-01,2026-02-10,2026-02-17,1600.6,Pago,202602
MEN00006267,ALU00523,2026-03-01,2026-03-10,2026-03-15,1636.02,Pago,202603
MEN00006268,ALU00523,2026-04-01,2026-04-10,,1661.17,Vencido,202604
MEN00006269,ALU00523,2026-05-01,2026-05-10,2026-05-12,1612.14,Pago,202605
MEN00006270,ALU00523,2026-06-01,2026-06-10,2026-06-17,1656.99,Pago,202606
MEN00006271,ALU00523,2026-07-01,2026-07-10,2026-07-11,1618.89,Pago,202607
MEN00006272,ALU00523,2026-08-01,2026-08-10,2026-08-08,1661.02,Pago,202608
MEN00006273,ALU00523,2026-09-01,2026-09-10,2026-09-13,1637.17,Pago,202609
MEN00006274,ALU00523,2026-10-01,2026-10-10,2026-10-11,1661.09,Pago,202610
MEN00006275,ALU00523,2026-11-01,2026-11-10,2026-11-17,1629.76,Pago,202611
MEN00006276,ALU00523,2026-12-01,2026-12-10,,1612.99,Em Aberto,202612
MEN00006277,ALU00524,2026-01-01,2026-01-10,2026-01-16,1644.8,Pago,202601
MEN00006278,ALU00524,2026-02-01,2026-02-10,2026-02-12,1622.49,Pago,202602
MEN00006279,ALU00524,2026-03-01,2026-03-10,2026-03-14,1693.6,Pago,202603
MEN00006280,ALU00524,2026-04-01,2026-04-10,2026-04-07,1695.33,Pago,202604
MEN00006281,ALU00524,2026-05-01,2026-05-10,2026-05-08,1668.68,Pago,202605
MEN00006282,ALU00524,2026-06-01,2026-06-10,2026-06-16,1687.47,Pago,202606
MEN00006283,ALU00524,2026-07-01,2026-07-10,2026-07-17,1644.83,Pago,202607
MEN00006284,ALU00524,2026-08-01,2026-08-10,,1641.82,Vencido,202608
MEN00006285,ALU00524,2026-09-01,2026-09-10,,1678.37,Em Aberto,202609
MEN00006286,ALU00524,2026-10-01,2026-10-10,2026-10-17,1604.21,Pago,202610
MEN00006287,ALU00524,2026-11-01,2026-11-10,2026-11-07,1672.59,Pago,202611
MEN00006288,ALU00524,2026-12-01,2026-12-10,,1642.44,Em Aberto,202612
MEN00006289,ALU00525,2026-01-01,2026-01-10,,1637.75,Vencido,202601
MEN00006290,ALU00525,2026-02-01,2026-02-10,2026-02-07,1672.69,Pago,202602
MEN00006291,ALU00525,2026-03-01,2026-03-10,2026-03-10,1642.24,Pago,202603
MEN00006292,ALU00525,2026-04-01,2026-04-10,2026-04-07,1679.52,Pago,202604
MEN00006293,ALU00525,2026-05-01,2026-05-10,2026-05-15,1636.89,Pago,202605
MEN00006294,ALU00525,2026-06-01,2026-06-10,2026-06-14,1654.99,Pago,202606
MEN00006295,ALU00525,2026-07-01,2026-07-10,2026-07-08,1647.19,Pago,202607
MEN00006296,ALU00525,2026-08-01,2026-08-10,2026-08-09,1640.81,Pago,202608
MEN00006297,ALU00525,2026-09-01,2026-09-10,2026-09-17,1693.9,Pago,202609
MEN00006298,ALU00525,2026-10-01,2026-10-10,2026-10-13,1606.31,Pago,202610
MEN00006299,ALU00525,2026-11-01,2026-11-10,2026-11-17,1677.53,Pago,202611
MEN00006300,ALU00525,2026-12-01,2026-12-10,2026-12-12,1617.22,Pago,202612
MEN00006301,ALU00526,2026-01-01,2026-01-10,2026-01-11,1664.29,Pago,202601
MEN00006302,ALU00526,2026-02-01,2026-02-10,2026-02-14,1686.93,Pago,202602
MEN00006303,ALU00526,2026-03-01,2026-03-10,,1602.58,Em Aberto,202603
MEN00006304,ALU00526,2026-04-01,2026-04-10,2026-04-16,1653.9,Pago,202604
MEN00006305,ALU00526,2026-05-01,2026-05-10,2026-05-14,1636.82,Pago,202605
MEN00006306,ALU00526,2026-06-01,2026-06-10,2026-06-13,1613.31,Pago,202606
MEN00006307,ALU00526,2026-07-01,2026-07-10,2026-07-15,1685.24,Pago,202607
MEN00006308,ALU00526,2026-08-01,2026-08-10,2026-08-14,1623.16,Pago,202608
MEN00006309,ALU00526,2026-09-01,2026-09-10,2026-09-16,1692.29,Pago,202609
MEN00006310,ALU00526,2026-10-01,2026-10-10,2026-10-07,1638.52,Pago,202610
MEN00006311,ALU00526,2026-11-01,2026-11-10,2026-11-10,1664.95,Pago,202611
MEN00006312,ALU00526,2026-12-01,2026-12-10,2026-12-08,1690.67,Pago,202612
MEN00006313,ALU00527,2026-01-01,2026-01-10,2026-01-18,1667.04,Pago,202601
MEN00006314,ALU00527,2026-02-01,2026-02-10,2026-02-11,1607.5,Pago,202602
MEN00006315,ALU00527,2026-03-01,2026-03-10,,1622.49,Vencido,202603
MEN00006316,ALU00527,2026-04-01,2026-04-10,2026-04-14,1642.31,Pago,202604
MEN00006317,ALU00527,2026-05-01,2026-05-10,2026-05-17,1650.89,Pago,202605
MEN00006318,ALU00527,2026-06-01,2026-06-10,2026-06-17,1602.12,Pago,202606
MEN00006319,ALU00527,2026-07-01,2026-07-10,2026-07-07,1697.23,Pago,202607
MEN00006320,ALU00527,2026-08-01,2026-08-10,2026-08-16,1653.61,Pago,202608
MEN00006321,ALU00527,2026-09-01,2026-09-10,2026-09-15,1628.34,Pago,202609
MEN00006322,ALU00527,2026-10-01,2026-10-10,2026-10-14,1619.02,Pago,202610
MEN00006323,ALU00527,2026-11-01,2026-11-10,2026-11-11,1678.93,Pago,202611
MEN00006324,ALU00527,2026-12-01,2026-12-10,2026-12-16,1649.9,Pago,202612
MEN00006325,ALU00528,2026-01-01,2026-01-10,2026-01-14,1671.07,Pago,202601
MEN00006326,ALU00528,2026-02-01,2026-02-10,,1659.79,Em Aberto,202602
MEN00006327,ALU00528,2026-03-01,2026-03-10,2026-03-18,1630.47,Pago,202603
MEN00006328,ALU00528,2026-04-01,2026-04-10,2026-04-13,1685.83,Pago,202604
MEN00006329,ALU00528,2026-05-01,2026-05-10,2026-05-09,1696.63,Pago,202605
MEN00006330,ALU00528,2026-06-01,2026-06-10,2026-06-15,1622.66,Pago,202606
MEN00006331,ALU00528,2026-07-01,2026-07-10,2026-07-17,1679.17,Pago,202607
MEN00006332,ALU00528,2026-08-01,2026-08-10,2026-08-12,1651.57,Pago,202608
MEN00006333,ALU00528,2026-09-01,2026-09-10,2026-09-09,1643.11,Pago,202609
MEN00006334,ALU00528,2026-10-01,2026-10-10,2026-10-16,1646.07,Pago,202610
MEN00006335,ALU00528,2026-11-01,2026-11-10,,1660.54,Vencido,202611
MEN00006336,ALU00528,2026-12-01,2026-12-10,2026-12-12,1688.54,Pago,202612
MEN00006337,ALU00529,2026-01-01,2026-01-10,2026-01-17,1665.14,Pago,202601
MEN00006338,ALU00529,2026-02-01,2026-02-10,2026-02-15,1639.65,Pago,202602
MEN00006339,ALU00529,2026-03-01,2026-03-10,,1652.01,Vencido,202603
