id_matricula,id_aluno,id_turma,data_matricula,tipo_matricula,status,valor_matricula
MAT000721,ALU00721,TURMA033,2025-12-28,Transferência,Ativo,650
MAT000722,ALU00722,TURMA033,2025-11-28,Nova matrícula,Ativo,650
MAT000723,ALU00723,TURMA033,2025-12-14,Transferência,Ativo,350
MAT000724,ALU00724,TURMA033,2025-10-10,Rematrícula,Ativo,550
MAT000725,ALU00725,TURMA033,2025-10-11,Nova matrícula,Ativo,450
MAT000726,ALU00726,TURMA033,2025-10-03,Nova matrícula,Ativo,450
MAT000727,ALU00727,TURMA033,2025-09-15,Rematrícula,Ativo,350
MAT000728,ALU00728,TURMA033,2025-12-26,Rematrícula,Ativo,650
MAT000729,ALU00729,TURMA033,2025-10-19,Transferência,Ativo,650
MAT000730,ALU00730,TURMA033,2025-12-23,Nova matrícula,Ativo,550
MAT000731,ALU00731,TURMA033,2025-09-27,Rematrícula,Ativo,650
MAT000732,ALU00732,TURMA033,2025-12-07,Transferência,Ativo,350
MAT000733,ALU00733,TURMA033,2025-11-24,Rematrícula,Ativo,350
MAT000734,ALU00734,TURMA033,2025-12-02,Transferência,Ativo,450
MAT000735,ALU00735,TURMA033,2025-09-20,Rematrícula,Ativo,550
MAT000736,ALU00736,TURMA033,2025-10-07,Transferência,Ativo,550
MAT000737,ALU00737,TURMA033,2025-09-10,Rematrícula,Ativo,550
MAT000738,ALU00738,TURMA033,2025-10-23,Nova matrícula,Ativo,650
MAT000739,ALU00739,TURMA034,2025-09-25,Transferência,Ativo,450
MAT000740,ALU00740,TURMA034,2025-09-17,Nova matrícula,Ativo,350
MAT000741,ALU00741,TURMA034,2025-10-26,Nova matrícula,Ativo,550
MAT000742,ALU00742,TURMA034,2025-12-08,Nova matrícula,Ativo,550
MAT000743,ALU00743,TURMA034,2025-11-01,Rematrícula,Ativo,350
MAT000744,ALU00744,TURMA034,2025-12-05,Transferência,Ativo,450
MAT000745,ALU00745,TURMA034,2025-09-28,Transferência,Ativo,650
MAT000746,ALU00746,TURMA034,2025-10-11,Rematrícula,Ativo,350
MAT000747,ALU00747,TURMA034,2025-09-07,Rematrícula,Ativo,450
MAT000748,ALU00748,TURMA034,2025-10-16,Nova matrícula,Ativo,450
MAT000749,ALU00749,TURMA034,2025-10-11,Nova matrícula,Ativo,550
MAT000750,ALU00750,TURMA034,2025-10-01,Nova matrícula,Ativo,350
MAT000751,ALU00751,TURMA034,2025-10-01,Rematrícula,Ativo,650
MAT000752,ALU00752,TURMA034,2025-09-19,Transferência,Ativo,650
MAT000753,ALU00753,TURMA034,2025-09-06,Rematrícula,Ativo,350
MAT000754,ALU00754,TURMA034,2025-12-24,Transferência,Ativo,650
MAT000755,ALU00755,TURMA034,2025-10-20,Rematrícula,Ativo,350
MAT000756,ALU00756,TURMA034,2025-10-22,Nova matrícula,Ativo,350
MAT000757,ALU00757,TURMA034,2025-10-01,Rematrícula,Ativo,350
MAT000758,ALU00758,TURMA034,2025-10-24,Nova matrícula,Ativo,550
MAT000759,ALU00759,TURMA034,2025-09-14,Transferência,Ativo,650
MAT000760,ALU00760,TURMA034,2025-09-25,Nova matrícula,Ativo,450
MAT000761,ALU00761,TURMA035,2025-11-28,Rematrícula,Ativo,650
MAT000762,ALU00762,TURMA035,2025-11-21,Nova matrícula,Ativo,350
MAT000763,ALU00763,TURMA035,2025-12-06,Rematrícula,Ativo,350
MAT000764,ALU00764,TURMA035,2025-11-16,Transferência,Ativo,350
MAT000765,ALU00765,TURMA035,2025-12-19,Rematrícula,Ativo,650
MAT000766,ALU00766,TURMA035,2025-12-18,Transferência,Ativo,550
MAT000767,ALU00767,TURMA035,2025-09-05,Nova matrícula,Ativo,450
MAT000768,ALU00768,TURMA035,2025-10-08,Rematrícula,Ativo,350
MAT000769,ALU00769,TURMA035,2025-09-23,Rematrícula,Ativo,650
MAT000770,ALU00770,TURMA035,2025-09-16,Rematrícula,Ativo,450
MAT000771,ALU00771,TURMA035,2025-11-05,Nova matrícula,Ativo,350
MAT000772,ALU00772,TURMA035,2025-09-05,Nova matrícula,Ativo,650
MAT000773,ALU00773,TURMA035,2025-11-04,Rematrícula,Ativo,550
MAT000774,ALU00774,TURMA035,2025-12-04,Nova matrícula,Ativo,350
MAT000775,ALU00775,TURMA035,2025-09-21,Rematrícula,Ativo,450
MAT000776,ALU00776,TURMA035,2025-12-06,Rematrícula,Ativo,550
MAT000777,ALU00777,TURMA035,2025-10-11,Transferência,Ativo,350
MAT000778,ALU00778,TURMA035,2025-10-07,Rematrícula,Ativo,450
MAT000779,ALU00779,TURMA035,2025-09-21,Nova matrícula,Ativo,650
MAT000780,ALU00780,TURMA035,2025-10-05,Rematrícula,Ativo,350
MAT000781,ALU00781,TURMA035,2025-12-22,Nova matrícula,Ativo,550
MAT000782,ALU00782,TURMA035,2025-11-28,Nova matrícula,Ativo,450
MAT000783,ALU00783,TURMA035,2025-10-21,Nova matrícula,Ativo,450
MAT000784,ALU00784,TURMA035,2025-11-19,Nova matrícula,Ativo,650
MAT000785,ALU00785,TURMA035,2025-11-10,Nova matrícula,Ativo,650
MAT000786,ALU00786,TURMA035,2025-10-19,Nova matrícula,Ativo,650
MAT000787,ALU00787,TURMA035,2025-11-25,Nova matrícula,Ativo,650
MAT000788,ALU00788,TURMA035,2025-10-03,Transferência,Ativo,350
MAT000789,ALU00789,TURMA036,2025-10-24,Rematrícula,Ativo,350
MAT000790,ALU00790,TURMA036,2025-09-27,Nova matrícula,Ativo,650
MAT000791,ALU00791,TURMA036,2025-10-19,Rematrícula,Ativo,650
MAT000792,ALU00792,TURMA036,2025-10-21,Nova matrícula,Ativo,650
MAT000793,ALU00793,TURMA036,2025-11-13,Rematrícula,Ativo,650
MAT000794,ALU00794,TURMA036,2025-09-20,Transferência,Ativo,350
MAT000795,ALU00795,TURMA036,2025-12-17,Transferência,Ativo,550
MAT000796,ALU00796,TURMA036,2025-10-27,Rematrícula,Ativo,350
MAT000797,ALU00797,TURMA036,2025-12-20,Nova matrícula,Ativo,350
MAT000798,ALU00798,TURMA036,2025-09-03,Rematrícula,Ativo,350
MAT000799,ALU00799,TURMA036,2025-12-22,Transferência,Ativo,350
MAT000800,ALU00800,TURMA036,2025-11-26,Transferência,Ativo,350
MAT000801,ALU00801,TURMA036,2025-11-26,Nova matrícula,Ativo,650
MAT000802,ALU00802,TURMA036,2025-12-17,Nova matrícula,Ativo,450
MAT000803,ALU00803,TURMA036,2025-10-18,Transferência,Ativo,350
MAT000804,ALU00804,TURMA036,2025-12-04,Transferência,Ativo,450
MAT000805,ALU00805,TURMA036,2025-11-05,Transferência,Ativo,650
MAT000806,ALU00806,TURMA036,2025-10-21,Transferência,Ativo,450
MAT000807,ALU00807,TURMA036,2025-11-11,Rematrícula,Ativo,450
MAT000808,ALU00808,TURMA036,2025-10-16,Transferência,Ativo,450
MAT000809,ALU00809,TURMA036,2025-11-08,Transferência,Ativo,650
MAT000810,ALU00810,TURMA037,2025-11-24,Transferência,Ativo,450
MAT000811,ALU00811,TURMA037,2025-11-20,Nova matrícula,Ativo,550
MAT000812,ALU00812,TURMA037,2025-11-05,Nova matrícula,Ativo,650
MAT000813,ALU00813,TURMA037,2025-11-27,Nova matrícula,Ativo,350
MAT000814,ALU00814,TURMA037,2025-12-15,Nova matrícula,Ativo,450
MAT000815,ALU00815,TURMA037,2025-10-12,Nova matrícula,Ativo,550
MAT000816,ALU00816,TURMA037,2025-09-04,Rematrícula,Ativo,550
MAT000817,ALU00817,TURMA037,2025-10-27,Nova matrícula,Ativo,650
MAT000818,ALU00818,TURMA037,2025-12-08,Nova matrícula,Ativo,550
MAT000819,ALU00819,TURMA037,2025-09-08,Rematrícula,Ativo,450
MAT000820,ALU00820,TURMA037,2025-12-23,Rematrícula,Ativo,650
MAT000821,ALU00821,TURMA037,2025-12-01,Rematrícula,Ativo,450
MAT000822,ALU00822,TURMA037,2025-12-25,Rematrícula,Ativo,350
MAT000823,ALU00823,TURMA037,2025-09-21,Rematrícula,Ativo,550
MAT000824,ALU00824,TURMA037,2025-12-05,Rematrícula,Ativo,450
MAT000825,ALU00825,TURMA037,2025-12-27,Nova matrícula,Ativo,350
MAT000826,ALU00826,TURMA037,2025-10-20,Rematrícula,Ativo,450
MAT000827,ALU00827,TURMA037,2025-09-02,Transferência,Ativo,350
MAT000828,ALU00828,TURMA037,2025-11-14,Transferência,Ativo,450
MAT000829,ALU00829,TURMA037,2025-09-03,Transferência,Ativo,450
MAT000830,ALU00830,TURMA037,2025-10-05,Transferência,Ativo,650
MAT000831,ALU00831,TURMA037,2025-12-04,Nova matrícula,Ativo,450
MAT000832,ALU00832,TURMA038,2025-11-25,Transferência,Ativo,550
MAT000833,ALU00833,TURMA038,2025-12-01,Transferência,Ativo,450
MAT000834,ALU00834,TURMA038,2025-11-25,Rematrícula,Ativo,650
MAT000835,ALU00835,TURMA038,2025-12-21,Nova matrícula,Ativo,450
MAT000836,ALU00836,TURMA038,2025-09-07,Nova matrícula,Ativo,450
MAT000837,ALU00837,TURMA038,2025-11-27,Rematrícula,Ativo,450
MAT000838,ALU00838,TURMA038,2025-10-07,Transferência,Ativo,350
MAT000839,ALU00839,TURMA038,2025-10-26,Transferência,Ativo,650
MAT000840,ALU00840,TURMA038,2025-09-03,Rematrícula,Ativo,650
MAT000841,ALU00841,TURMA038,2025-10-17,Transferência,Ativo,650
MAT000842,ALU00842,TURMA038,2025-09-17,Transferência,Ativo,650
MAT000843,ALU00843,TURMA038,2025-11-12,Transferência,Ativo,350
MAT000844,ALU00844,TURMA038,2025-09-18,Rematrícula,Ativo,450
MAT000845,ALU00845,TURMA038,2025-12-03,Rematrícula,Ativo,450
MAT000846,ALU00846,TURMA038,2025-09-21,Rematrícula,Ativo,550
MAT000847,ALU00847,TURMA038,2025-11-08,Nova matrícula,Ativo,450
MAT000848,ALU00848,TURMA038,2025-11-02,Rematrícula,Ativo,350
MAT000849,ALU00849,TURMA038,2025-09-11,Transferência,Ativo,650
MAT000850,ALU00850,TURMA038,2025-10-25,Nova matrícula,Ativo,550
MAT000851,ALU00851,TURMA038,2025-10-15,Transferência,Ativo,550
MAT000852,ALU00852,TURMA038,2025-12-07,Nova matrícula,Ativo,650
MAT000853,ALU00853,TURMA038,2025-11-18,Nova matrícula,Ativo,650
MAT000854,ALU00854,TURMA038,2025-11-28,Transferência,Ativo,450
MAT000855,ALU00855,TURMA038,2025-11-13,Nova matrícula,Ativo,550
MAT000856,ALU00856,TURMA038,2025-11-24,Transferência,Ativo,650
MAT000857,ALU00857,TURMA039,2025-09-21,Rematrícula,Ativo,550
MAT000858,ALU00858,TURMA039,2025-11-25,Nova matrícula,Ativo,350
MAT000859,ALU00859,TURMA039,2025-12-15,Rematrícula,Ativo,450
MAT000860,ALU00860,TURMA039,2025-11-07,Transferência,Ativo,650
MAT000861,ALU00861,TURMA039,2025-11-24,Transferência,Ativo,350
MAT000862,ALU00862,TURMA039,2025-12-16,Transferência,Ativo,650
MAT000863,ALU00863,TURMA039,2025-12-02,Transferência,Ativo,350
MAT000864,ALU00864,TURMA039,2025-12-02,Rematrícula,Ativo,650
MAT000865,ALU00865,TURMA039,2025-12-09,Rematrícula,Ativo,450
MAT000866,ALU00866,TURMA039,2025-12-17,Rematrícula,Ativo,350
MAT000867,ALU00867,TURMA039,2025-10-02,Rematrícula,Ativo,450
MAT000868,ALU00868,TURMA039,2025-11-17,Rematrícula,Ativo,350
MAT000869,ALU00869,TURMA039,2025-10-06,Rematrícula,Ativo,650
MAT000870,ALU00870,TURMA039,2025-11-09,Nova matrícula,Ativo,450
MAT000871,ALU00871,TURMA039,2025-09-09,Transferência,Ativo,650
MAT000872,ALU00872,TURMA039,2025-12-24,Rematrícula,Ativo,450
MAT000873,ALU00873,TURMA039,2025-12-21,Nova matrícula,Ativo,550
MAT000874,ALU00874,TURMA039,2025-10-20,Nova matrícula,Ativo,650
MAT000875,ALU00875,TURMA039,2025-12-15,Transferência,Ativo,550
MAT000876,ALU00876,TURMA039,2025-10-05,Transferência,Ativo,650
MAT000877,ALU00877,TURMA039,2025-10-19,Nova matrícula,Ativo,650
MAT000878,ALU00878,TURMA039,2025-12-11,Transferência,Ativo,350
MAT000879,ALU00879,TURMA039,2025-11-27,Nova matrícula,Ativo,650
MAT000880,ALU00880,TURMA039,2025-12-01,Transferência,Ativo,450
MAT000881,ALU00881,TURMA039,2025-11-28,Transferência,Ativo,550
MAT000882,ALU00882,TURMA039,2025-12-08,Nova matrícula,Ativo,550
MAT000883,ALU00883,TURMA039,2025-09-22,Nova matrícula,Ativo,550
MAT000884,ALU00884,TURMA039,2025-09-26,Rematrícula,Ativo,650
MAT000885,ALU00885,TURMA040,2025-11-05,Transferência,Ativo,350
MAT000886,ALU00886,TURMA040,2025-09-08,Nova matrícula,Ativo,450
MAT000887,ALU00887,TURMA040,2025-12-28,Transferência,Ativo,450
MAT000888,ALU00888,TURMA040,2025-11-22,Transferência,Ativo,650
MAT000889,ALU00889,TURMA040,2025-09-21,Transferência,Ativo,350
MAT000890,ALU00890,TURMA040,2025-11-16,Nova matrícula,Ativo,350
MAT000891,ALU00891,TURMA040,2025-12-10,Rematrícula,Ativo,550
MAT000892,ALU00892,TURMA040,2025-12-06,Transferência,Ativo,550
MAT000893,ALU00893,TURMA040,2025-10-13,Transferência,Ativo,450
MAT000894,ALU00894,TURMA040,2025-11-22,Rematrícula,Ativo,650
MAT000895,ALU00895,TURMA040,2025-09-27,Transferência,Ativo,350
MAT000896,ALU00896,TURMA040,2025-09-12,Rematrícula,Ativo,650
MAT000897,ALU00897,TURMA040,2025-12-05,Transferência,Ativo,550
MAT000898,ALU00898,TURMA040,2025-12-28,Transferência,Ativo,650
MAT000899,ALU00899,TURMA040,2025-10-08,Rematrícula,Ativo,650
MAT000900,ALU00900,TURMA040,2025-10-22,Nova matrícula,Ativo,350
MAT000901,ALU00901,TURMA040,2025-11-27,Rematrícula,Ativo,550
MAT000902,ALU00902,TURMA040,2025-10-19,Rematrícula,Ativo,550
MAT000903,ALU00903,TURMA040,2025-11-01,Transferência,Ativo,550
MAT000904,ALU00904,TURMA040,2025-09-06,Nova matrícula,Ativo,450
MAT000905,ALU00905,TURMA040,2025-10-28,Nova matrícula,Ativo,550
MAT000906,ALU00906,TURMA040,2025-11-28,Transferência,Ativo,650
MAT000907,ALU00907,TURMA040,2025-09-07,Nova matrícula,Ativo,550
MAT000908,ALU00908,TURMA040,2025-12-14,Rematrícula,Ativo,450
MAT000909,ALU00909,TURMA041,2025-09-27,Nova matrícula,Ativo,450
MAT000910,ALU00910,TURMA041,2025-12-27,Rematrícula,Ativo,650
MAT000911,ALU00911,TURMA041,2025-12-23,Transferência,Ativo,550
MAT000912,ALU00912,TURMA041,2025-10-10,Nova matrícula,Ativo,650
MAT000913,ALU00913,TURMA041,2025-12-12,Rematrícula,Ativo,450
MAT000914,ALU00914,TURMA041,2025-11-23,Nova matrícula,Ativo,650
MAT000915,ALU00915,TURMA041,2025-09-03,Nova matrícula,Ativo,650
MAT000916,ALU00916,TURMA041,2025-10-14,Transferência,Ativo,650
MAT000917,ALU00917,TURMA041,2025-09-02,Transferência,Ativo,450
MAT000918,ALU00918,TURMA041,2025-11-21,Transferência,Ativo,350
MAT000919,ALU00919,TURMA041,2025-12-23,Nova matrícula,Ativo,550
MAT000920,ALU00920,TURMA041,2025-10-14,Nova matrícula,Ativo,550
MAT000921,ALU00921,TURMA041,2025-10-20,Nova matrícula,Ativo,450
MAT000922,ALU00922,TURMA041,2025-09-22,Transferência,Ativo,450
MAT000923,ALU00923,TURMA041,2025-09-16,Rematrícula,Ativo,650
MAT000924,ALU00924,TURMA041,2025-12-28,Nova matrícula,Ativo,450
MAT000925,ALU00925,TURMA041,2025-12-18,Nova matrícula,Ativo,650
MAT000926,ALU00926,TURMA041,2025-09-01,Nova matrícula,Ativo,450
MAT000927,ALU00927,TURMA041,2025-09-08,Rematrícula,Ativo,350
MAT000928,ALU00928,TURMA041,2025-12-07,Nova matrícula,Ativo,350
MAT000929,ALU00929,TURMA041,2025-09-22,Transferência,Ativo,350
MAT000930,ALU00930,TURMA041,2025-12-18,Rematrícula,Ativo,550
MAT000931,ALU00931,TURMA041,2025-11-11,Transferência,Ativo,550
MAT000932,ALU00932,TURMA042,2025-11-04,Rematrícula,Ativo,350
MAT000933,ALU00933,TURMA042,2025-10-07,Nova matrícula,Ativo,450
MAT000934,ALU00934,TURMA042,2025-11-18,Transferência,Ativo,350
MAT000935,ALU00935,TURMA042,2025-12-03,Transferência,Ativo,450
MAT000936,ALU00936,TURMA042,2025-09-10,Rematrícula,Ativo,350
MAT000937,ALU00937,TURMA042,2025-10-13,Transferência,Ativo,350
MAT000938,ALU00938,TURMA042,2025-12-09,Rematrícula,Ativo,450
MAT000939,ALU00939,TURMA042,2025-11-22,Nova matrícula,Ativo,550
MAT000940,ALU00940,TURMA042,2025-10-23,Nova matrícula,Ativo,350
MAT000941,ALU00941,TURMA042,2025-10-25,Nova matrícula,Ativo,650
MAT000942,ALU00942,TURMA042,2025-12-21,Nova matrícula,Ativo,450
MAT000943,ALU00943,TURMA042,2025-11-06,Nova matrícula,Ativo,450
MAT000944,ALU00944,TURMA042,2025-11-18,Nova matrícula,Ativo,650
MAT000945,ALU00945,TURMA042,2025-12-07,Rematrícula,Ativo,350
MAT000946,ALU00946,TURMA042,2025-10-05,Rematrícula,Ativo,550
MAT000947,ALU00947,TURMA042,2025-11-10,Transferência,Ativo,550
MAT000948,ALU00948,TURMA042,2025-12-15,Transferência,Ativo,550
MAT000949,ALU00949,TURMA042,2025-10-10,Transferência,Ativo,650
MAT000950,ALU00950,TURMA042,2025-10-28,Rematrícula,Ativo,350
MAT000951,ALU00951,TURMA042,2025-11-12,Transferência,Ativo,550
MAT000952,ALU00952,TURMA042,2025-09-13,Nova matrícula,Ativo,550
MAT000953,ALU00953,TURMA042,2025-10-04,Nova matrícula,Ativo,450
MAT000954,ALU00954,TURMA042,2025-09-24,Rematrícula,Ativo,450
MAT000955,ALU00955,TURMA042,2025-11-15,Transferência,Ativo,650
MAT000956,ALU00956,TURMA042,2025-12-02,Rematrícula,Ativo,650
MAT000957,ALU00957,TURMA042,2025-10-25,Transferência,Ativo,450
MAT000958,ALU00958,TURMA042,2025-11-11,Rematrícula,Ativo,650
MAT000959,ALU00959,TURMA042,2025-11-26,Nova matrícula,Ativo,350
MAT000960,ALU00960,TURMA042,2025-12-02,Nova matrícula,Ativo,350
MAT000961,ALU00961,TURMA042,2025-12-19,Rematrícula,Ativo,350
MAT000962,ALU00962,TURMA043,2025-10-14,Rematrícula,Ativo,550
MAT000963,ALU00963,TURMA043,2025-09-16,Rematrícula,Ativo,350
MAT000964,ALU00964,TURMA043,2025-10-15,Transferência,Ativo,350
MAT000965,ALU00965,TURMA043,2025-10-20,Transferência,Ativo,650
MAT000966,ALU00966,TURMA043,2025-10-27,Transferência,Ativo,650
MAT000967,ALU00967,TURMA043,2025-11-09,Transferência,Ativo,650
MAT000968,ALU00968,TURMA043,2025-09-27,Nova matrícula,Ativo,350
MAT000969,ALU00969,TURMA043,2025-10-28,Transferência,Ativo,450
MAT000970,ALU00970,TURMA043,2025-09-03,Nova matrícula,Ativo,550
MAT000971,ALU00971,TURMA043,2025-10-05,Transferência,Ativo,550
MAT000972,ALU00972,TURMA043,2025-10-23,Transferência,Ativo,450
MAT000973,ALU00973,TURMA043,2025-09-26,Nova matrícula,Ativo,450
MAT000974,ALU00974,TURMA043,2025-10-11,Rematrícula,Ativo,550
MAT000975,ALU00975,TURMA043,2025-12-04,Rematrícula,Ativo,350
MAT000976,ALU00976,TURMA043,2025-11-01,Rematrícula,Ativo,450
MAT000977,ALU00977,TURMA043,2025-11-10,Transferência,Ativo,350
MAT000978,ALU00978,TURMA043,2025-12-10,Rematrícula,Ativo,350
MAT000979,ALU00979,TURMA043,2025-12-22,Rematrícula,Ativo,650
MAT000980,ALU00980,TURMA043,2025-10-22,Nova matrícula,Ativo,550
MAT000981,ALU00981,TURMA043,2025-11-10,Transferência,Ativo,350
MAT000982,ALU00982,TURMA043,2025-12-18,Transferência,Ativo,450
MAT000983,ALU00983,TURMA043,2025-09-05,Rematrícula,Ativo,350
MAT000984,ALU00984,TURMA043,2025-11-03,Transferência,Ativo,450
MAT000985,ALU00985,TURMA043,2025-10-22,Nova matrícula,Ativo,650
MAT000986,ALU00986,TURMA043,2025-09-01,Rematrícula,Ativo,550
MAT000987,ALU00987,TURMA044,2025-09-06,Transferência,Ativo,550
MAT000988,ALU00988,TURMA044,2025-12-02,Transferência,Ativo,450
MAT000989,ALU00989,TURMA044,2025-09-04,Nova matrícula,Ativo,650
MAT000990,ALU00990,TURMA044,2025-10-19,Transferência,Ativo,450
MAT000991,ALU00991,TURMA044,2025-11-02,Rematrícula,Ativo,650
MAT000992,ALU00992,TURMA044,2025-11-05,Nova matrícula,Ativo,350
MAT000993,ALU00993,TURMA044,2025-10-19,Nova matrícula,Ativo,550
MAT000994,ALU00994,TURMA044,2025-10-03,Rematrícula,Ativo,550
MAT000995,ALU00995,TURMA044,2025-10-15,Rematrícula,Ativo,650
MAT000996,ALU00996,TURMA044,2025-10-08,Transferência,Ativo,550
MAT000997,ALU00997,TURMA044,2025-09-24,Transferência,Ativo,650
MAT000998,ALU00998,TURMA044,2025-11-08,Rematrícula,Ativo,350
MAT000999,ALU00999,TURMA044,2025-10-16,Transferência,Ativo,550
MAT001000,ALU01000,TURMA044,2025-10-23,Nova matrícula,Ativo,350
MAT001001,ALU01001,TURMA044,2025-11-22,Rematrícula,Ativo,650
MAT001002,ALU01002,TURMA044,2025-10-24,Transferência,Ativo,550
MAT001003,ALU01003,TURMA044,2025-10-21,Nova matrícula,Ativo,450
MAT001004,ALU01004,TURMA044,2025-11-16,Rematrícula,Ativo,550
MAT001005,ALU01005,TURMA044,2025-11-28,Transferência,Ativo,650
MAT001006,ALU01006,TURMA044,2025-09-15,Transferência,Ativo,650
MAT001007,ALU01007,TURMA044,2025-09-19,Nova matrícula,Ativo,550
MAT001008,ALU01008,TURMA044,2025-11-09,Transferência,Ativo,650
MAT001009,ALU01009,TURMA044,2025-12-07,Rematrícula,Ativo,650
MAT001010,ALU01010,TURMA044,2025-12-13,Rematrícula,Ativo,550
MAT001011,ALU01011,TURMA044,2025-10-06,Transferência,Ativo,550
MAT001012,ALU01012,TURMA044,2025-11-25,Nova matrícula,Ativo,650
MAT001013,ALU01013,TURMA044,2025-12-12,Transferência,Ativo,350
MAT001014,ALU01014,TURMA044,2025-11-12,Rematrícula,Ativo,550
MAT001015,ALU01015,TURMA044,2025-12-08,Nova matrícula,Ativo,450
MAT001016,ALU01016,TURMA045,2025-09-21,Rematrícula,Ativo,550
MAT001017,ALU01017,TURMA045,2025-11-28,Nova matrícula,Ativo,650
MAT001018,ALU01018,TURMA045,2025-10-12,Nova matrícula,Ativo,550
MAT001019,ALU01019,TURMA045,2025-12-24,Nova matrícula,Ativo,650
MAT001020,ALU01020,TURMA045,2025-11-11,Rematrícula,Ativo,450
MAT001021,ALU01021,TURMA045,2025-10-07,Nova matrícula,Ativo,650
MAT001022,ALU01022,TURMA045,2025-09-17,Rematrícula,Ativo,650
MAT001023,ALU01023,TURMA045,2025-12-07,Nova matrícula,Ativo,550
MAT001024,ALU01024,TURMA045,2025-09-23,Nova matrícula,Ativo,550
MAT001025,ALU01025,TURMA045,2025-10-11,Nova matrícula,Ativo,550
MAT001026,ALU01026,TURMA045,2025-10-21,Transferência,Ativo,550
MAT001027,ALU01027,TURMA045,2025-11-14,Transferência,Ativo,550
MAT001028,ALU01028,TURMA045,2025-12-20,Nova matrícula,Ativo,650
MAT001029,ALU01029,TURMA045,2025-12-27,Rematrícula,Ativo,450
MAT001030,ALU01030,TURMA045,2025-09-06,Transferência,Ativo,650
MAT001031,ALU01031,TURMA045,2025-09-04,Nova matrícula,Ativo,450
MAT001032,ALU01032,TURMA045,2025-11-02,Nova matrícula,Ativo,550
MAT001033,ALU01033,TURMA045,2025-11-23,Rematrícula,Ativo,450
MAT001034,ALU01034,TURMA045,2025-12-28,Rematrícula,Ativo,550
MAT001035,ALU01035,TURMA045,2025-11-09,Transferência,Ativo,450
MAT001036,ALU01036,TURMA045,2025-09-03,Rematrícula,Ativo,650
MAT001037,ALU01037,TURMA045,2025-09-22,Rematrícula,Ativo,450
MAT001038,ALU01038,TURMA045,2025-11-04,Transferência,Ativo,350
MAT001039,ALU01039,TURMA045,2025-12-10,Rematrícula,Ativo,650
MAT001040,ALU01040,TURMA045,2025-09-20,Nova matrícula,Ativo,450
MAT001041,ALU01041,TURMA045,2025-12-20,Transferência,Ativo,550
MAT001042,ALU01042,TURMA045,2025-11-26,Nova matrícula,Ativo,650
MAT001043,ALU01043,TURMA045,2025-11-11,Transferência,Ativo,550
MAT001044,ALU01044,TURMA045,2025-09-10,Rematrícula,Ativo,550
MAT001045,ALU01045,TURMA045,2025-10-15,Rematrícula,Ativo,550
MAT001046,ALU01046,TURMA046,2025-12-21,Transferência,Ativo,550
MAT001047,ALU01047,TURMA046,2025-10-24,Transferência,Ativo,350
MAT001048,ALU01048,TURMA046,2025-12-25,Rematrícula,Ativo,450
MAT001049,ALU01049,TURMA046,2025-10-21,Transferência,Ativo,350
MAT001050,ALU01050,TURMA046,2025-11-02,Transferência,Ativo,650
MAT001051,ALU01051,TURMA046,2025-11-07,Rematrícula,Ativo,450
MAT001052,ALU01052,TURMA046,2025-12-20,Rematrícula,Ativo,450
MAT001053,ALU01053,TURMA046,2025-10-10,Transferência,Ativo,350
MAT001054,ALU01054,TURMA046,2025-10-08,Rematrícula,Ativo,550
MAT001055,ALU01055,TURMA046,2025-09-08,Nova matrícula,Ativo,450
MAT001056,ALU01056,TURMA046,2025-09-05,Transferência,Ativo,350
MAT001057,ALU01057,TURMA046,2025-12-12,Rematrícula,Ativo,650
MAT001058,ALU01058,TURMA046,2025-10-08,Transferência,Ativo,650
MAT001059,ALU01059,TURMA046,2025-11-09,Nova matrícula,Ativo,350
MAT001060,ALU01060,TURMA046,2025-10-19,Nova matrícula,Ativo,350
MAT001061,ALU01061,TURMA046,2025-11-09,Rematrícula,Ativo,450
MAT001062,ALU01062,TURMA046,2025-12-13,Nova matrícula,Ativo,550
MAT001063,ALU01063,TURMA046,2025-12-12,Transferência,Ativo,550
MAT001064,ALU01064,TURMA046,2025-10-05,Rematrícula,Ativo,650
MAT001065,ALU01065,TURMA046,2025-10-18,Transferência,Ativo,550
MAT001066,ALU01066,TURMA046,2025-12-16,Transferência,Ativo,450
MAT001067,ALU01067,TURMA046,2025-09-11,Rematrícula,Ativo,350
MAT001068,ALU01068,TURMA046,2025-10-22,Transferência,Ativo,650
MAT001069,ALU01069,TURMA046,2025-10-27,Rematrícula,Ativo,450
MAT001070,ALU01070,TURMA046,2025-10-09,Nova matrícula,Ativo,550
MAT001071,ALU01071,TURMA046,2025-12-21,Nova matrícula,Ativo,350
MAT001072,ALU01072,TURMA046,2025-09-20,Rematrícula,Ativo,550
MAT001073,ALU01073,TURMA046,2025-12-02,Nova matrícula,Ativo,450
MAT001074,ALU01074,TURMA047,2025-10-21,Nova matrícula,Ativo,550
MAT001075,ALU01075,TURMA047,2025-11-09,Nova matrícula,Ativo,650
MAT001076,ALU01076,TURMA047,2025-11-14,Transferência,Ativo,650
MAT001077,ALU01077,TURMA047,2025-11-24,Transferência,Ativo,550
MAT001078,ALU01078,TURMA047,2025-11-08,Nova matrícula,Ativo,350
MAT001079,ALU01079,TURMA047,2025-12-26,Rematrícula,Ativo,650
MAT001080,ALU01080,TURMA047,2025-12-09,Rematrícula,Ativo,650
MAT001081,ALU01081,TURMA047,2025-12-09,Transferência,Ativo,650
