id_nota,id_aluno,disciplina,periodo,nota
NOT00003648,ALU00608,Inglês,4º Bimestre,6.0
NOT00003649,ALU00609,Português,1º Bimestre,9.6
NOT00003650,ALU00609,Matemática,2º Bimestre,6.3
NOT00003651,ALU00609,Ciências,2º Bimestre,7.7
NOT00003652,ALU00609,História,2º Bimestre,6.4
NOT00003653,ALU00609,Geografia,1º Bimestre,6.5
NOT00003654,ALU00609,Inglês,2º Bimestre,8.0
NOT00003655,ALU00610,Português,4º Bimestre,7.2
NOT00003656,ALU00610,Matemática,4º Bimestre,5.6
NOT00003657,ALU00610,Ciências,2º Bimestre,6.5
NOT00003658,ALU00610,História,3º Bimestre,5.8
NOT00003659,ALU00610,Geografia,3º Bimestre,6.3
NOT00003660,ALU00610,Inglês,1º Bimestre,5.6
NOT00003661,ALU00611,Português,4º Bimestre,8.9
NOT00003662,ALU00611,Matemática,4º Bimestre,5.8
NOT00003663,ALU00611,Ciências,4º Bimestre,9.2
NOT00003664,ALU00611,História,4º Bimestre,9.1
NOT00003665,ALU00611,Geografia,2º Bimestre,8.1
NOT00003666,ALU00611,Inglês,4º Bimestre,9.2
NOT00003667,ALU00612,Português,3º Bimestre,8.5
NOT00003668,ALU00612,Matemática,1º Bimestre,9.4
NOT00003669,ALU00612,Ciências,2º Bimestre,6.7
NOT00003670,ALU00612,História,1º Bimestre,6.2
NOT00003671,ALU00612,Geografia,3º Bimestre,6.1
NOT00003672,ALU00612,Inglês,4º Bimestre,9.3
NOT00003673,ALU00613,Português,4º Bimestre,7.7
NOT00003674,ALU00613,Matemática,2º Bimestre,8.6
NOT00003675,ALU00613,Ciências,2º Bimestre,9.0
NOT00003676,ALU00613,História,3º Bimestre,9.3
NOT00003677,ALU00613,Geografia,3º Bimestre,6.0
NOT00003678,ALU00613,Inglês,3º Bimestre,9.1
NOT00003679,ALU00614,Português,2º Bimestre,9.5
NOT00003680,ALU00614,Matemática,1º Bimestre,7.5
NOT00003681,ALU00614,Ciências,1º Bimestre,7.4
NOT00003682,ALU00614,História,4º Bimestre,6.5
NOT00003683,ALU00614,Geografia,3º Bimestre,6.3
NOT00003684,ALU00614,Inglês,1º Bimestre,5.6
NOT00003685,ALU00615,Português,1º Bimestre,6.9
NOT00003686,ALU00615,Matemática,2º Bimestre,9.0
NOT00003687,ALU00615,Ciências,4º Bimestre,5.6
NOT00003688,ALU00615,História,1º Bimestre,8.8
NOT00003689,ALU00615,Geografia,1º Bimestre,9.6
NOT00003690,ALU00615,Inglês,4º Bimestre,7.7
NOT00003691,ALU00616,Português,1º Bimestre,6.6
NOT00003692,ALU00616,Matemática,4º Bimestre,8.2
NOT00003693,ALU00616,Ciências,4º Bimestre,8.8
NOT00003694,ALU00616,História,2º Bimestre,7.3
NOT00003695,ALU00616,Geografia,2º Bimestre,7.5
NOT00003696,ALU00616,Inglês,3º Bimestre,6.3
NOT00003697,ALU00617,Português,3º Bimestre,7.6
NOT00003698,ALU00617,Matemática,2º Bimestre,5.6
NOT00003699,ALU00617,Ciências,1º Bimestre,9.5
NOT00003700,ALU00617,História,3º Bimestre,6.2
NOT00003701,ALU00617,Geografia,1º Bimestre,7.1
NOT00003702,ALU00617,Inglês,4º Bimestre,7.0
NOT00003703,ALU00618,Português,4º Bimestre,7.0
NOT00003704,ALU00618,Matemática,2º Bimestre,8.1
NOT00003705,ALU00618,Ciências,1º Bimestre,9.1
NOT00003706,ALU00618,História,4º Bimestre,8.1
NOT00003707,ALU00618,Geografia,2º Bimestre,9.5
NOT00003708,ALU00618,Inglês,2º Bimestre,7.0
NOT00003709,ALU00619,Português,3º Bimestre,8.6
NOT00003710,ALU00619,Matemática,2º Bimestre,6.9
NOT00003711,ALU00619,Ciências,1º Bimestre,8.7
NOT00003712,ALU00619,História,3º Bimestre,6.3
NOT00003713,ALU00619,Geografia,3º Bimestre,7.7
NOT00003714,ALU00619,Inglês,2º Bimestre,8.9
NOT00003715,ALU00620,Português,4º Bimestre,9.6
NOT00003716,ALU00620,Matemática,3º Bimestre,8.8
NOT00003717,ALU00620,Ciências,3º Bimestre,7.8
NOT00003718,ALU00620,História,4º Bimestre,6.1
NOT00003719,ALU00620,Geografia,1º Bimestre,6.4
NOT00003720,ALU00620,Inglês,2º Bimestre,5.5
NOT00003721,ALU00621,Português,1º Bimestre,9.0
NOT00003722,ALU00621,Matemática,1º Bimestre,6.5
NOT00003723,ALU00621,Ciências,3º Bimestre,8.2
NOT00003724,ALU00621,História,1º Bimestre,6.8
NOT00003725,ALU00621,Geografia,3º Bimestre,9.5
NOT00003726,ALU00621,Inglês,4º Bimestre,6.6
NOT00003727,ALU00622,Português,4º Bimestre,6.0
NOT00003728,ALU00622,Matemática,3º Bimestre,7.1
NOT00003729,ALU00622,Ciências,1º Bimestre,8.9
NOT00003730,ALU00622,História,3º Bimestre,7.9
NOT00003731,ALU00622,Geografia,1º Bimestre,9.2
NOT00003732,ALU00622,Inglês,1º Bimestre,8.6
NOT00003733,ALU00623,Português,4º Bimestre,8.1
NOT00003734,ALU00623,Matemática,2º Bimestre,9.3
NOT00003735,ALU00623,Ciências,4º Bimestre,7.5
NOT00003736,ALU00623,História,3º Bimestre,7.8
NOT00003737,ALU00623,Geografia,4º Bimestre,9.4
NOT00003738,ALU00623,Inglês,4º Bimestre,6.0
NOT00003739,ALU00624,Português,4º Bimestre,5.7
NOT00003740,ALU00624,Matemática,2º Bimestre,6.4
NOT00003741,ALU00624,Ciências,2º Bimestre,7.7
NOT00003742,ALU00624,História,1º Bimestre,9.0
NOT00003743,ALU00624,Geografia,4º Bimestre,9.7
NOT00003744,ALU00624,Inglês,3º Bimestre,9.1
NOT00003745,ALU00625,Português,1º Bimestre,6.9
NOT00003746,ALU00625,Matemática,3º Bimestre,9.5
NOT00003747,ALU00625,Ciências,4º Bimestre,9.3
NOT00003748,ALU00625,História,3º Bimestre,8.4
NOT00003749,ALU00625,Geografia,3º Bimestre,7.3
NOT00003750,ALU00625,Inglês,2º Bimestre,8.2
NOT00003751,ALU00626,Português,1º Bimestre,8.9
NOT00003752,ALU00626,Matemática,1º Bimestre,9.5
NOT00003753,ALU00626,Ciências,3º Bimestre,9.7
NOT00003754,ALU00626,História,1º Bimestre,8.6
NOT00003755,ALU00626,Geografia,4º Bimestre,8.4
NOT00003756,ALU00626,Inglês,2º Bimestre,8.4
NOT00003757,ALU00627,Português,1º Bimestre,6.8
NOT00003758,ALU00627,Matemática,2º Bimestre,8.2
NOT00003759,ALU00627,Ciências,1º Bimestre,9.7
NOT00003760,ALU00627,História,1º Bimestre,8.6
NOT00003761,ALU00627,Geografia,2º Bimestre,6.4
NOT00003762,ALU00627,Inglês,1º Bimestre,8.2
NOT00003763,ALU00628,Português,3º Bimestre,6.5
NOT00003764,ALU00628,Matemática,3º Bimestre,6.4
NOT00003765,ALU00628,Ciências,1º Bimestre,7.3
NOT00003766,ALU00628,História,3º Bimestre,9.0
NOT00003767,ALU00628,Geografia,1º Bimestre,7.7
NOT00003768,ALU00628,Inglês,4º Bimestre,6.3
NOT00003769,ALU00629,Português,3º Bimestre,6.0
NOT00003770,ALU00629,Matemática,4º Bimestre,6.1
NOT00003771,ALU00629,Ciências,3º Bimestre,5.6
NOT00003772,ALU00629,História,1º Bimestre,7.8
NOT00003773,ALU00629,Geografia,4º Bimestre,8.4
NOT00003774,ALU00629,Inglês,4º Bimestre,5.8
NOT00003775,ALU00630,Português,1º Bimestre,7.3
NOT00003776,ALU00630,Matemática,2º Bimestre,9.0
NOT00003777,ALU00630,Ciências,3º Bimestre,7.9
NOT00003778,ALU00630,História,3º Bimestre,6.0
NOT00003779,ALU00630,Geografia,2º Bimestre,9.7
NOT00003780,ALU00630,Inglês,1º Bimestre,9.3
NOT00003781,ALU00631,Português,2º Bimestre,8.9
NOT00003782,ALU00631,Matemática,2º Bimestre,8.3
NOT00003783,ALU00631,Ciências,3º Bimestre,6.7
NOT00003784,ALU00631,História,1º Bimestre,9.2
NOT00003785,ALU00631,Geografia,3º Bimestre,6.0
NOT00003786,ALU00631,Inglês,1º Bimestre,7.4
NOT00003787,ALU00632,Português,4º Bimestre,9.2
NOT00003788,ALU00632,Matemática,4º Bimestre,8.4
NOT00003789,ALU00632,Ciências,1º Bimestre,5.7
NOT00003790,ALU00632,História,3º Bimestre,6.3
NOT00003791,ALU00632,Geografia,1º Bimestre,5.9
NOT00003792,ALU00632,Inglês,3º Bimestre,7.7
NOT00003793,ALU00633,Português,4º Bimestre,9.0
NOT00003794,ALU00633,Matemática,4º Bimestre,9.1
NOT00003795,ALU00633,Ciências,3º Bimestre,7.7
NOT00003796,ALU00633,História,2º Bimestre,8.1
NOT00003797,ALU00633,Geografia,3º Bimestre,6.8
NOT00003798,ALU00633,Inglês,4º Bimestre,5.6
NOT00003799,ALU00634,Português,1º Bimestre,7.6
NOT00003800,ALU00634,Matemática,2º Bimestre,8.9
NOT00003801,ALU00634,Ciências,4º Bimestre,8.4
NOT00003802,ALU00634,História,2º Bimestre,7.5
NOT00003803,ALU00634,Geografia,2º Bimestre,5.5
NOT00003804,ALU00634,Inglês,2º Bimestre,7.1
NOT00003805,ALU00635,Português,3º Bimestre,5.9
NOT00003806,ALU00635,Matemática,4º Bimestre,6.0
NOT00003807,ALU00635,Ciências,3º Bimestre,7.6
NOT00003808,ALU00635,História,1º Bimestre,9.2
NOT00003809,ALU00635,Geografia,2º Bimestre,9.6
NOT00003810,ALU00635,Inglês,2º Bimestre,6.3
NOT00003811,ALU00636,Português,2º Bimestre,8.2
NOT00003812,ALU00636,Matemática,4º Bimestre,9.1
NOT00003813,ALU00636,Ciências,4º Bimestre,7.4
NOT00003814,ALU00636,História,4º Bimestre,9.4
NOT00003815,ALU00636,Geografia,4º Bimestre,9.4
NOT00003816,ALU00636,Inglês,1º Bimestre,6.6
NOT00003817,ALU00637,Português,4º Bimestre,7.6
NOT00003818,ALU00637,Matemática,4º Bimestre,7.1
NOT00003819,ALU00637,Ciências,4º Bimestre,7.0
NOT00003820,ALU00637,História,4º Bimestre,8.8
NOT00003821,ALU00637,Geografia,1º Bimestre,7.1
NOT00003822,ALU00637,Inglês,3º Bimestre,9.7
NOT00003823,ALU00638,Português,3º Bimestre,9.2
NOT00003824,ALU00638,Matemática,1º Bimestre,8.4
NOT00003825,ALU00638,Ciências,4º Bimestre,9.1
NOT00003826,ALU00638,História,3º Bimestre,8.5
NOT00003827,ALU00638,Geografia,2º Bimestre,8.2
NOT00003828,ALU00638,Inglês,4º Bimestre,8.3
NOT00003829,ALU00639,Português,3º Bimestre,6.3
NOT00003830,ALU00639,Matemática,4º Bimestre,8.2
NOT00003831,ALU00639,Ciências,2º Bimestre,6.1
NOT00003832,ALU00639,História,2º Bimestre,5.7
NOT00003833,ALU00639,Geografia,3º Bimestre,6.2
NOT00003834,ALU00639,Inglês,1º Bimestre,5.9
NOT00003835,ALU00640,Português,1º Bimestre,8.2
NOT00003836,ALU00640,Matemática,2º Bimestre,8.2
NOT00003837,ALU00640,Ciências,1º Bimestre,9.6
NOT00003838,ALU00640,História,3º Bimestre,7.4
NOT00003839,ALU00640,Geografia,2º Bimestre,8.2
NOT00003840,ALU00640,Inglês,4º Bimestre,9.4
NOT00003841,ALU00641,Português,3º Bimestre,9.6
NOT00003842,ALU00641,Matemática,3º Bimestre,9.5
NOT00003843,ALU00641,Ciências,2º Bimestre,8.3
NOT00003844,ALU00641,História,2º Bimestre,9.0
NOT00003845,ALU00641,Geografia,4º Bimestre,8.4
NOT00003846,ALU00641,Inglês,3º Bimestre,8.4
NOT00003847,ALU00642,Português,4º Bimestre,9.1
NOT00003848,ALU00642,Matemática,3º Bimestre,9.1
NOT00003849,ALU00642,Ciências,2º Bimestre,7.2
NOT00003850,ALU00642,História,4º Bimestre,8.0
NOT00003851,ALU00642,Geografia,2º Bimestre,7.8
NOT00003852,ALU00642,Inglês,1º Bimestre,7.5
NOT00003853,ALU00643,Português,1º Bimestre,9.6
NOT00003854,ALU00643,Matemática,3º Bimestre,7.1
NOT00003855,ALU00643,Ciências,4º Bimestre,6.4
NOT00003856,ALU00643,História,1º Bimestre,7.0
NOT00003857,ALU00643,Geografia,3º Bimestre,7.8
NOT00003858,ALU00643,Inglês,2º Bimestre,7.3
NOT00003859,ALU00644,Português,4º Bimestre,6.8
NOT00003860,ALU00644,Matemática,1º Bimestre,5.9
NOT00003861,ALU00644,Ciências,3º Bimestre,9.1
NOT00003862,ALU00644,História,1º Bimestre,7.2
NOT00003863,ALU00644,Geografia,4º Bimestre,5.5
NOT00003864,ALU00644,Inglês,1º Bimestre,5.7
NOT00003865,ALU00645,Português,1º Bimestre,8.5
NOT00003866,ALU00645,Matemática,2º Bimestre,7.0
NOT00003867,ALU00645,Ciências,4º Bimestre,7.9
NOT00003868,ALU00645,História,3º Bimestre,5.8
NOT00003869,ALU00645,Geografia,3º Bimestre,6.4
NOT00003870,ALU00645,Inglês,1º Bimestre,8.8
NOT00003871,ALU00646,Português,1º Bimestre,7.6
NOT00003872,ALU00646,Matemática,4º Bimestre,8.7
NOT00003873,ALU00646,Ciências,4º Bimestre,8.1
NOT00003874,ALU00646,História,2º Bimestre,6.5
NOT00003875,ALU00646,Geografia,1º Bimestre,6.2
NOT00003876,ALU00646,Inglês,2º Bimestre,7.3
NOT00003877,ALU00647,Português,3º Bimestre,5.9
NOT00003878,ALU00647,Matemática,2º Bimestre,6.0
NOT00003879,ALU00647,Ciências,1º Bimestre,8.9
NOT00003880,ALU00647,História,1º Bimestre,9.8
NOT00003881,ALU00647,Geografia,2º Bimestre,6.6
NOT00003882,ALU00647,Inglês,1º Bimestre,9.4
NOT00003883,ALU00648,Português,4º Bimestre,9.0
NOT00003884,ALU00648,Matemática,3º Bimestre,8.7
NOT00003885,ALU00648,Ciências,1º Bimestre,9.2
NOT00003886,ALU00648,História,1º Bimestre,7.2
NOT00003887,ALU00648,Geografia,4º Bimestre,7.9
NOT00003888,ALU00648,Inglês,3º Bimestre,7.2
NOT00003889,ALU00649,Português,2º Bimestre,5.8
NOT00003890,ALU00649,Matemática,2º Bimestre,8.8
NOT00003891,ALU00649,Ciências,2º Bimestre,9.1
NOT00003892,ALU00649,História,1º Bimestre,7.4
NOT00003893,ALU00649,Geografia,4º Bimestre,9.0
NOT00003894,ALU00649,Inglês,2º Bimestre,9.6
NOT00003895,ALU00650,Português,2º Bimestre,8.4
NOT00003896,ALU00650,Matemática,2º Bimestre,6.4
NOT00003897,ALU00650,Ciências,4º Bimestre,8.9
NOT00003898,ALU00650,História,2º Bimestre,9.1
NOT00003899,ALU00650,Geografia,4º Bimestre,9.3
NOT00003900,ALU00650,Inglês,2º Bimestre,7.6
NOT00003901,ALU00651,Português,1º Bimestre,6.2
NOT00003902,ALU00651,Matemática,1º Bimestre,9.7
NOT00003903,ALU00651,Ciências,4º Bimestre,9.0
NOT00003904,ALU00651,História,4º Bimestre,9.5
NOT00003905,ALU00651,Geografia,1º Bimestre,6.6
NOT00003906,ALU00651,Inglês,1º Bimestre,7.7
NOT00003907,ALU00652,Português,3º Bimestre,7.1
NOT00003908,ALU00652,Matemática,2º Bimestre,6.8
NOT00003909,ALU00652,Ciências,4º Bimestre,6.4
NOT00003910,ALU00652,História,2º Bimestre,8.1
NOT00003911,ALU00652,Geografia,3º Bimestre,7.0
NOT00003912,ALU00652,Inglês,2º Bimestre,7.5
NOT00003913,ALU00653,Português,1º Bimestre,5.7
NOT00003914,ALU00653,Matemática,1º Bimestre,9.2
NOT00003915,ALU00653,Ciências,4º Bimestre,6.6
NOT00003916,ALU00653,História,3º Bimestre,8.8
NOT00003917,ALU00653,Geografia,2º Bimestre,5.9
NOT00003918,ALU00653,Inglês,1º Bimestre,6.1
NOT00003919,ALU00654,Português,1º Bimestre,9.0
NOT00003920,ALU00654,Matemática,4º Bimestre,8.9
NOT00003921,ALU00654,Ciências,3º Bimestre,6.4
NOT00003922,ALU00654,História,4º Bimestre,8.5
NOT00003923,ALU00654,Geografia,4º Bimestre,7.0
NOT00003924,ALU00654,Inglês,2º Bimestre,8.3
NOT00003925,ALU00655,Português,2º Bimestre,8.7
NOT00003926,ALU00655,Matemática,2º Bimestre,6.3
NOT00003927,ALU00655,Ciências,1º Bimestre,8.9
NOT00003928,ALU00655,História,1º Bimestre,8.0
NOT00003929,ALU00655,Geografia,1º Bimestre,7.2
NOT00003930,ALU00655,Inglês,2º Bimestre,6.2
NOT00003931,ALU00656,Português,3º Bimestre,6.5
NOT00003932,ALU00656,Matemática,2º Bimestre,5.6
NOT00003933,ALU00656,Ciências,1º Bimestre,8.4
NOT00003934,ALU00656,História,2º Bimestre,8.9
NOT00003935,ALU00656,Geografia,4º Bimestre,6.5
NOT00003936,ALU00656,Inglês,1º Bimestre,7.0
NOT00003937,ALU00657,Português,2º Bimestre,7.4
NOT00003938,ALU00657,Matemática,3º Bimestre,9.3
NOT00003939,ALU00657,Ciências,3º Bimestre,9.3
NOT00003940,ALU00657,História,4º Bimestre,5.8
NOT00003941,ALU00657,Geografia,1º Bimestre,9.4
NOT00003942,ALU00657,Inglês,4º Bimestre,8.7
NOT00003943,ALU00658,Português,4º Bimestre,9.4
NOT00003944,ALU00658,Matemática,3º Bimestre,6.1
NOT00003945,ALU00658,Ciências,1º Bimestre,6.5
NOT00003946,ALU00658,História,3º Bimestre,7.1
NOT00003947,ALU00658,Geografia,3º Bimestre,9.3
NOT00003948,ALU00658,Inglês,3º Bimestre,6.9
NOT00003949,ALU00659,Português,2º Bimestre,6.0
NOT00003950,ALU00659,Matemática,2º Bimestre,6.7
NOT00003951,ALU00659,Ciências,4º Bimestre,6.2
NOT00003952,ALU00659,História,4º Bimestre,8.4
NOT00003953,ALU00659,Geografia,2º Bimestre,6.1
NOT00003954,ALU00659,Inglês,3º Bimestre,6.2
NOT00003955,ALU00660,Português,4º Bimestre,8.7
NOT00003956,ALU00660,Matemática,4º Bimestre,6.2
NOT00003957,ALU00660,Ciências,2º Bimestre,9.4
NOT00003958,ALU00660,História,3º Bimestre,7.6
NOT00003959,ALU00660,Geografia,2º Bimestre,7.6
NOT00003960,ALU00660,Inglês,2º Bimestre,7.9
NOT00003961,ALU00661,Português,2º Bimestre,9.3
NOT00003962,ALU00661,Matemática,3º Bimestre,8.4
NOT00003963,ALU00661,Ciências,1º Bimestre,7.6
NOT00003964,ALU00661,História,2º Bimestre,6.2
NOT00003965,ALU00661,Geografia,1º Bimestre,5.9
NOT00003966,ALU00661,Inglês,3º Bimestre,6.3
NOT00003967,ALU00662,Português,4º Bimestre,9.8
NOT00003968,ALU00662,Matemática,4º Bimestre,7.8
NOT00003969,ALU00662,Ciências,2º Bimestre,5.5
NOT00003970,ALU00662,História,2º Bimestre,6.4
NOT00003971,ALU00662,Geografia,3º Bimestre,7.0
NOT00003972,ALU00662,Inglês,2º Bimestre,7.1
NOT00003973,ALU00663,Português,4º Bimestre,9.4
NOT00003974,ALU00663,Matemática,4º Bimestre,7.4
NOT00003975,ALU00663,Ciências,4º Bimestre,7.8
NOT00003976,ALU00663,História,3º Bimestre,9.8
NOT00003977,ALU00663,Geografia,4º Bimestre,8.9
NOT00003978,ALU00663,Inglês,4º Bimestre,6.2
NOT00003979,ALU00664,Português,3º Bimestre,5.5
NOT00003980,ALU00664,Matemática,1º Bimestre,8.3
NOT00003981,ALU00664,Ciências,3º Bimestre,5.8
NOT00003982,ALU00664,História,1º Bimestre,5.8
NOT00003983,ALU00664,Geografia,3º Bimestre,7.6
NOT00003984,ALU00664,Inglês,3º Bimestre,7.0
NOT00003985,ALU00665,Português,1º Bimestre,8.1
NOT00003986,ALU00665,Matemática,1º Bimestre,9.1
NOT00003987,ALU00665,Ciências,1º Bimestre,7.2
NOT00003988,ALU00665,História,4º Bimestre,7.1
NOT00003989,ALU00665,Geografia,2º Bimestre,7.8
NOT00003990,ALU00665,Inglês,2º Bimestre,6.0
NOT00003991,ALU00666,Português,3º Bimestre,9.5
NOT00003992,ALU00666,Matemática,4º Bimestre,8.5
NOT00003993,ALU00666,Ciências,2º Bimestre,9.4
NOT00003994,ALU00666,História,1º Bimestre,9.7
NOT00003995,ALU00666,Geografia,2º Bimestre,9.4
NOT00003996,ALU00666,Inglês,3º Bimestre,6.7
NOT00003997,ALU00667,Português,1º Bimestre,6.5
NOT00003998,ALU00667,Matemática,2º Bimestre,8.0
NOT00003999,ALU00667,Ciências,4º Bimestre,8.6
NOT00004000,ALU00667,História,1º Bimestre,8.3
NOT00004001,ALU00667,Geografia,3º Bimestre,6.8
NOT00004002,ALU00667,Inglês,4º Bimestre,8.7
NOT00004003,ALU00668,Português,2º Bimestre,7.7
NOT00004004,ALU00668,Matemática,2º Bimestre,6.4
NOT00004005,ALU00668,Ciências,1º Bimestre,6.4
NOT00004006,ALU00668,História,1º Bimestre,6.7
NOT00004007,ALU00668,Geografia,1º Bimestre,5.6
NOT00004008,ALU00668,Inglês,1º Bimestre,7.1
NOT00004009,ALU00669,Português,2º Bimestre,7.5
NOT00004010,ALU00669,Matemática,4º Bimestre,7.6
NOT00004011,ALU00669,Ciências,1º Bimestre,8.2
NOT00004012,ALU00669,História,4º Bimestre,7.5
NOT00004013,ALU00669,Geografia,3º Bimestre,6.0
NOT00004014,ALU00669,Inglês,3º Bimestre,5.6
NOT00004015,ALU00670,Português,2º Bimestre,6.7
NOT00004016,ALU00670,Matemática,2º Bimestre,6.1
NOT00004017,ALU00670,Ciências,2º Bimestre,9.7
NOT00004018,ALU00670,História,2º Bimestre,7.0
NOT00004019,ALU00670,Geografia,2º Bimestre,9.3
NOT00004020,ALU00670,Inglês,4º Bimestre,7.2
NOT00004021,ALU00671,Português,1º Bimestre,8.7
NOT00004022,ALU00671,Matemática,4º Bimestre,6.1
NOT00004023,ALU00671,Ciências,2º Bimestre,9.0
NOT00004024,ALU00671,História,4º Bimestre,8.7
NOT00004025,ALU00671,Geografia,2º Bimestre,6.6
NOT00004026,ALU00671,Inglês,4º Bimestre,8.0
NOT00004027,ALU00672,Português,1º Bimestre,8.9
NOT00004028,ALU00672,Matemática,2º Bimestre,8.8
NOT00004029,ALU00672,Ciências,2º Bimestre,7.1
NOT00004030,ALU00672,História,1º Bimestre,6.3
NOT00004031,ALU00672,Geografia,2º Bimestre,8.8
NOT00004032,ALU00672,Inglês,4º Bimestre,7.8
NOT00004033,ALU00673,Português,3º Bimestre,8.1
NOT00004034,ALU00673,Matemática,2º Bimestre,8.5
NOT00004035,ALU00673,Ciências,4º Bimestre,6.4
NOT00004036,ALU00673,História,3º Bimestre,5.6
NOT00004037,ALU00673,Geografia,3º Bimestre,9.6
NOT00004038,ALU00673,Inglês,3º Bimestre,7.4
NOT00004039,ALU00674,Português,4º Bimestre,6.6
NOT00004040,ALU00674,Matemática,3º Bimestre,8.6
NOT00004041,ALU00674,Ciências,2º Bimestre,7.8
NOT00004042,ALU00674,História,2º Bimestre,9.2
NOT00004043,ALU00674,Geografia,1º Bimestre,9.4
NOT00004044,ALU00674,Inglês,3º Bimestre,9.2
NOT00004045,ALU00675,Português,3º Bimestre,7.7
NOT00004046,ALU00675,Matemática,2º Bimestre,9.0
NOT00004047,ALU00675,Ciências,4º Bimestre,7.2
NOT00004048,ALU00675,História,1º Bimestre,7.2
NOT00004049,ALU00675,Geografia,1º Bimestre,5.9
NOT00004050,ALU00675,Inglês,3º Bimestre,7.8
NOT00004051,ALU00676,Português,1º Bimestre,7.3
NOT00004052,ALU00676,Matemática,1º Bimestre,9.7
NOT00004053,ALU00676,Ciências,4º Bimestre,7.6
NOT00004054,ALU00676,História,3º Bimestre,8.8
NOT00004055,ALU00676,Geografia,4º Bimestre,5.9
NOT00004056,ALU00676,Inglês,4º Bimestre,8.0
NOT00004057,ALU00677,Português,1º Bimestre,8.5
NOT00004058,ALU00677,Matemática,3º Bimestre,8.8
NOT00004059,ALU00677,Ciências,1º Bimestre,9.2
NOT00004060,ALU00677,História,2º Bimestre,6.0
NOT00004061,ALU00677,Geografia,4º Bimestre,7.9
NOT00004062,ALU00677,Inglês,4º Bimestre,9.8
NOT00004063,ALU00678,Português,4º Bimestre,7.8
NOT00004064,ALU00678,Matemática,3º Bimestre,9.1
NOT00004065,ALU00678,Ciências,2º Bimestre,9.4
NOT00004066,ALU00678,História,2º Bimestre,6.8
NOT00004067,ALU00678,Geografia,2º Bimestre,9.6
NOT00004068,ALU00678,Inglês,3º Bimestre,6.8
NOT00004069,ALU00679,Português,4º Bimestre,7.5
NOT00004070,ALU00679,Matemática,4º Bimestre,8.4
NOT00004071,ALU00679,Ciências,3º Bimestre,5.9
NOT00004072,ALU00679,História,2º Bimestre,7.3
NOT00004073,ALU00679,Geografia,4º Bimestre,8.8
NOT00004074,ALU00679,Inglês,1º Bimestre,6.5
NOT00004075,ALU00680,Português,2º Bimestre,8.2
NOT00004076,ALU00680,Matemática,3º Bimestre,8.0
NOT00004077,ALU00680,Ciências,1º Bimestre,6.3
NOT00004078,ALU00680,História,4º Bimestre,9.1
NOT00004079,ALU00680,Geografia,3º Bimestre,5.6
NOT00004080,ALU00680,Inglês,1º Bimestre,8.2
NOT00004081,ALU00681,Português,3º Bimestre,7.1
NOT00004082,ALU00681,Matemática,1º Bimestre,6.2
NOT00004083,ALU00681,Ciências,4º Bimestre,9.0
NOT00004084,ALU00681,História,2º Bimestre,6.0
NOT00004085,ALU00681,Geografia,3º Bimestre,9.8
NOT00004086,ALU00681,Inglês,4º Bimestre,9.1
NOT00004087,ALU00682,Português,4º Bimestre,8.2
NOT00004088,ALU00682,Matemática,3º Bimestre,6.8
NOT00004089,ALU00682,Ciências,3º Bimestre,5.6
NOT00004090,ALU00682,História,4º Bimestre,8.1
NOT00004091,ALU00682,Geografia,2º Bimestre,8.6
NOT00004092,ALU00682,Inglês,4º Bimestre,6.7
NOT00004093,ALU00683,Português,1º Bimestre,9.1
NOT00004094,ALU00683,Matemática,3º Bimestre,5.9
NOT00004095,ALU00683,Ciências,4º Bimestre,7.4
NOT00004096,ALU00683,História,4º Bimestre,8.2
NOT00004097,ALU00683,Geografia,1º Bimestre,9.3
NOT00004098,ALU00683,Inglês,2º Bimestre,9.3
NOT00004099,ALU00684,Português,2º Bimestre,7.9
NOT00004100,ALU00684,Matemática,2º Bimestre,6.9
NOT00004101,ALU00684,Ciências,2º Bimestre,8.5
NOT00004102,ALU00684,História,3º Bimestre,7.0
NOT00004103,ALU00684,Geografia,1º Bimestre,6.5
NOT00004104,ALU00684,Inglês,1º Bimestre,8.6
NOT00004105,ALU00685,Português,1º Bimestre,5.6
NOT00004106,ALU00685,Matemática,4º Bimestre,8.1
NOT00004107,ALU00685,Ciências,2º Bimestre,8.2
NOT00004108,ALU00685,História,2º Bimestre,5.8
NOT00004109,ALU00685,Geografia,3º Bimestre,7.2
NOT00004110,ALU00685,Inglês,2º Bimestre,9.1
NOT00004111,ALU00686,Português,3º Bimestre,8.5
NOT00004112,ALU00686,Matemática,3º Bimestre,7.0
NOT00004113,ALU00686,Ciências,4º Bimestre,7.7
NOT00004114,ALU00686,História,1º Bimestre,7.6
NOT00004115,ALU00686,Geografia,1º Bimestre,7.7
NOT00004116,ALU00686,Inglês,2º Bimestre,5.6
NOT00004117,ALU00687,Português,3º Bimestre,9.0
NOT00004118,ALU00687,Matemática,3º Bimestre,7.4
NOT00004119,ALU00687,Ciências,1º Bimestre,9.2
NOT00004120,ALU00687,História,4º Bimestre,7.1
NOT00004121,ALU00687,Geografia,1º Bimestre,9.2
NOT00004122,ALU00687,Inglês,2º Bimestre,6.4
NOT00004123,ALU00688,Português,4º Bimestre,9.5
NOT00004124,ALU00688,Matemática,1º Bimestre,8.2
NOT00004125,ALU00688,Ciências,1º Bimestre,8.4
NOT00004126,ALU00688,História,3º Bimestre,9.1
