id_frequencia,id_aluno,competencia,percentual_frequencia
FREQ00006138,ALU00512,2026-06-01,94.78
FREQ00006139,ALU00512,2026-07-01,92.86
FREQ00006140,ALU00512,2026-08-01,88.43
FREQ00006141,ALU00512,2026-09-01,98.37
FREQ00006142,ALU00512,2026-10-01,97.56
FREQ00006143,ALU00512,2026-11-01,96.85
FREQ00006144,ALU00512,2026-12-01,90.76
FREQ00006145,ALU00513,2026-01-01,97.05
FREQ00006146,ALU00513,2026-02-01,91.47
FREQ00006147,ALU00513,2026-03-01,91.06
FREQ00006148,ALU00513,2026-04-01,98.38
FREQ00006149,ALU00513,2026-05-01,93.24
FREQ00006150,ALU00513,2026-06-01,94.22
FREQ00006151,ALU00513,2026-07-01,87.46
FREQ00006152,ALU00513,2026-08-01,94.05
FREQ00006153,ALU00513,2026-09-01,97.42
FREQ00006154,ALU00513,2026-10-01,95.22
FREQ00006155,ALU00513,2026-11-01,89.28
FREQ00006156,ALU00513,2026-12-01,87.63
FREQ00006157,ALU00514,2026-01-01,89.96
FREQ00006158,ALU00514,2026-02-01,96.17
FREQ00006159,ALU00514,2026-03-01,94.4
FREQ00006160,ALU00514,2026-04-01,88.78
FREQ00006161,ALU00514,2026-05-01,91.34
FREQ00006162,ALU00514,2026-06-01,87.33
FREQ00006163,ALU00514,2026-07-01,95.37
FREQ00006164,ALU00514,2026-08-01,91.01
FREQ00006165,ALU00514,2026-09-01,97.91
FREQ00006166,ALU00514,2026-10-01,97.39
FREQ00006167,ALU00514,2026-11-01,92.6
FREQ00006168,ALU00514,2026-12-01,90.52
FREQ00006169,ALU00515,2026-01-01,98.46
FREQ00006170,ALU00515,2026-02-01,88.54
FREQ00006171,ALU00515,2026-03-01,90.08
FREQ00006172,ALU00515,2026-04-01,96.34
FREQ00006173,ALU00515,2026-05-01,91.89
FREQ00006174,ALU00515,2026-06-01,95.93
FREQ00006175,ALU00515,2026-07-01,89.9
FREQ00006176,ALU00515,2026-08-01,98.51
FREQ00006177,ALU00515,2026-09-01,93.57
FREQ00006178,ALU00515,2026-10-01,90.35
FREQ00006179,ALU00515,2026-11-01,97.26
FREQ00006180,ALU00515,2026-12-01,98.76
FREQ00006181,ALU00516,2026-01-01,94.07
FREQ00006182,ALU00516,2026-02-01,90.37
FREQ00006183,ALU00516,2026-03-01,98.37
FREQ00006184,ALU00516,2026-04-01,88.39
FREQ00006185,ALU00516,2026-05-01,93.9
FREQ00006186,ALU00516,2026-06-01,97.69
FREQ00006187,ALU00516,2026-07-01,93.37
FREQ00006188,ALU00516,2026-08-01,92.51
FREQ00006189,ALU00516,2026-09-01,97.43
FREQ00006190,ALU00516,2026-10-01,97.92
FREQ00006191,ALU00516,2026-11-01,91.36
FREQ00006192,ALU00516,2026-12-01,98.86
FREQ00006193,ALU00517,2026-01-01,92.83
FREQ00006194,ALU00517,2026-02-01,98.23
FREQ00006195,ALU00517,2026-03-01,90.66
FREQ00006196,ALU00517,2026-04-01,98.13
FREQ00006197,ALU00517,2026-05-01,87.43
FREQ00006198,ALU00517,2026-06-01,89.82
FREQ00006199,ALU00517,2026-07-01,94.8
FREQ00006200,ALU00517,2026-08-01,89.84
FREQ00006201,ALU00517,2026-09-01,87.97
FREQ00006202,ALU00517,2026-10-01,88.31
FREQ00006203,ALU00517,2026-11-01,96.02
FREQ00006204,ALU00517,2026-12-01,89.66
FREQ00006205,ALU00518,2026-01-01,87.87
FREQ00006206,ALU00518,2026-02-01,90.36
FREQ00006207,ALU00518,2026-03-01,94.39
FREQ00006208,ALU00518,2026-04-01,87.18
FREQ00006209,ALU00518,2026-05-01,98.91
FREQ00006210,ALU00518,2026-06-01,89.42
FREQ00006211,ALU00518,2026-07-01,98.41
FREQ00006212,ALU00518,2026-08-01,87.46
FREQ00006213,ALU00518,2026-09-01,88.37
FREQ00006214,ALU00518,2026-10-01,95.07
FREQ00006215,ALU00518,2026-11-01,90.28
FREQ00006216,ALU00518,2026-12-01,88.2
FREQ00006217,ALU00519,2026-01-01,88.91
FREQ00006218,ALU00519,2026-02-01,92.43
FREQ00006219,ALU00519,2026-03-01,98.96
FREQ00006220,ALU00519,2026-04-01,93.06
FREQ00006221,ALU00519,2026-05-01,89.12
FREQ00006222,ALU00519,2026-06-01,93.84
FREQ00006223,ALU00519,2026-07-01,92.15
FREQ00006224,ALU00519,2026-08-01,93.42
FREQ00006225,ALU00519,2026-09-01,91.8
FREQ00006226,ALU00519,2026-10-01,96.92
FREQ00006227,ALU00519,2026-11-01,94.73
FREQ00006228,ALU00519,2026-12-01,94.2
FREQ00006229,ALU00520,2026-01-01,93.08
FREQ00006230,ALU00520,2026-02-01,89.95
FREQ00006231,ALU00520,2026-03-01,96.97
FREQ00006232,ALU00520,2026-04-01,93.13
FREQ00006233,ALU00520,2026-05-01,87.32
FREQ00006234,ALU00520,2026-06-01,88.01
FREQ00006235,ALU00520,2026-07-01,92.05
FREQ00006236,ALU00520,2026-08-01,91.18
FREQ00006237,ALU00520,2026-09-01,87.2
FREQ00006238,ALU00520,2026-10-01,98.89
FREQ00006239,ALU00520,2026-11-01,95.03
FREQ00006240,ALU00520,2026-12-01,98.07
FREQ00006241,ALU00521,2026-01-01,94.36
FREQ00006242,ALU00521,2026-02-01,98.55
FREQ00006243,ALU00521,2026-03-01,98.89
FREQ00006244,ALU00521,2026-04-01,95.66
FREQ00006245,ALU00521,2026-05-01,98.9
FREQ00006246,ALU00521,2026-06-01,87.95
FREQ00006247,ALU00521,2026-07-01,89.83
FREQ00006248,ALU00521,2026-08-01,97.76
FREQ00006249,ALU00521,2026-09-01,93.97
FREQ00006250,ALU00521,2026-10-01,87.63
FREQ00006251,ALU00521,2026-11-01,97.12
FREQ00006252,ALU00521,2026-12-01,91.77
FREQ00006253,ALU00522,2026-01-01,92.37
FREQ00006254,ALU00522,2026-02-01,88.44
FREQ00006255,ALU00522,2026-03-01,89.66
FREQ00006256,ALU00522,2026-04-01,96.83
FREQ00006257,ALU00522,2026-05-01,98.31
FREQ00006258,ALU00522,2026-06-01,94.37
FREQ00006259,ALU00522,2026-07-01,92.92
FREQ00006260,ALU00522,2026-08-01,93.24
FREQ00006261,ALU00522,2026-09-01,90.97
FREQ00006262,ALU00522,2026-10-01,93.3
FREQ00006263,ALU00522,2026-11-01,95.18
FREQ00006264,ALU00522,2026-12-01,92.14
FREQ00006265,ALU00523,2026-01-01,92.2
FREQ00006266,ALU00523,2026-02-01,90.35
FREQ00006267,ALU00523,2026-03-01,91.1
FREQ00006268,ALU00523,2026-04-01,90.53
FREQ00006269,ALU00523,2026-05-01,96.75
FREQ00006270,ALU00523,2026-06-01,89.83
FREQ00006271,ALU00523,2026-07-01,89.88
FREQ00006272,ALU00523,2026-08-01,90.71
FREQ00006273,ALU00523,2026-09-01,90.1
FREQ00006274,ALU00523,2026-10-01,95.25
FREQ00006275,ALU00523,2026-11-01,89.73
FREQ00006276,ALU00523,2026-12-01,97.4
FREQ00006277,ALU00524,2026-01-01,88.83
FREQ00006278,ALU00524,2026-02-01,87.53
FREQ00006279,ALU00524,2026-03-01,88.96
FREQ00006280,ALU00524,2026-04-01,95.85
FREQ00006281,ALU00524,2026-05-01,90.44
FREQ00006282,ALU00524,2026-06-01,90.55
FREQ00006283,ALU00524,2026-07-01,97.37
FREQ00006284,ALU00524,2026-08-01,89.98
FREQ00006285,ALU00524,2026-09-01,91.88
FREQ00006286,ALU00524,2026-10-01,98.02
FREQ00006287,ALU00524,2026-11-01,96.91
FREQ00006288,ALU00524,2026-12-01,95.47
FREQ00006289,ALU00525,2026-01-01,93.78
FREQ00006290,ALU00525,2026-02-01,91.26
FREQ00006291,ALU00525,2026-03-01,94.85
FREQ00006292,ALU00525,2026-04-01,89.11
FREQ00006293,ALU00525,2026-05-01,96.67
FREQ00006294,ALU00525,2026-06-01,89.71
FREQ00006295,ALU00525,2026-07-01,87.36
FREQ00006296,ALU00525,2026-08-01,98.95
FREQ00006297,ALU00525,2026-09-01,96.2
FREQ00006298,ALU00525,2026-10-01,88.78
FREQ00006299,ALU00525,2026-11-01,93.67
FREQ00006300,ALU00525,2026-12-01,94.48
FREQ00006301,ALU00526,2026-01-01,97.5
FREQ00006302,ALU00526,2026-02-01,93.34
FREQ00006303,ALU00526,2026-03-01,93.24
FREQ00006304,ALU00526,2026-04-01,92.77
FREQ00006305,ALU00526,2026-05-01,98.33
FREQ00006306,ALU00526,2026-06-01,94.98
FREQ00006307,ALU00526,2026-07-01,88.58
FREQ00006308,ALU00526,2026-08-01,88.13
FREQ00006309,ALU00526,2026-09-01,98.33
FREQ00006310,ALU00526,2026-10-01,95.75
FREQ00006311,ALU00526,2026-11-01,91.04
FREQ00006312,ALU00526,2026-12-01,95.33
FREQ00006313,ALU00527,2026-01-01,97.77
FREQ00006314,ALU00527,2026-02-01,98.52
FREQ00006315,ALU00527,2026-03-01,92.85
FREQ00006316,ALU00527,2026-04-01,90.63
FREQ00006317,ALU00527,2026-05-01,97.17
FREQ00006318,ALU00527,2026-06-01,98.26
FREQ00006319,ALU00527,2026-07-01,89.15
FREQ00006320,ALU00527,2026-08-01,90.15
FREQ00006321,ALU00527,2026-09-01,92.61
FREQ00006322,ALU00527,2026-10-01,90.06
FREQ00006323,ALU00527,2026-11-01,90.14
FREQ00006324,ALU00527,2026-12-01,89.41
FREQ00006325,ALU00528,2026-01-01,98.17
FREQ00006326,ALU00528,2026-02-01,94.33
FREQ00006327,ALU00528,2026-03-01,91.98
FREQ00006328,ALU00528,2026-04-01,96.49
FREQ00006329,ALU00528,2026-05-01,92.34
FREQ00006330,ALU00528,2026-06-01,90.22
FREQ00006331,ALU00528,2026-07-01,87.8
FREQ00006332,ALU00528,2026-08-01,94.13
FREQ00006333,ALU00528,2026-09-01,97.55
FREQ00006334,ALU00528,2026-10-01,96.49
FREQ00006335,ALU00528,2026-11-01,91.93
FREQ00006336,ALU00528,2026-12-01,98.51
FREQ00006337,ALU00529,2026-01-01,92.69
FREQ00006338,ALU00529,2026-02-01,95.36
FREQ00006339,ALU00529,2026-03-01,94.01
FREQ00006340,ALU00529,2026-04-01,88.33
FREQ00006341,ALU00529,2026-05-01,92.4
FREQ00006342,ALU00529,2026-06-01,90.01
FREQ00006343,ALU00529,2026-07-01,91.78
FREQ00006344,ALU00529,2026-08-01,93.44
FREQ00006345,ALU00529,2026-09-01,94.84
FREQ00006346,ALU00529,2026-10-01,90.49
FREQ00006347,ALU00529,2026-11-01,90.1
FREQ00006348,ALU00529,2026-12-01,88.84
FREQ00006349,ALU00530,2026-01-01,93.42
FREQ00006350,ALU00530,2026-02-01,92.54
FREQ00006351,ALU00530,2026-03-01,90.83
FREQ00006352,ALU00530,2026-04-01,98.44
FREQ00006353,ALU00530,2026-05-01,95.62
FREQ00006354,ALU00530,2026-06-01,96.78
FREQ00006355,ALU00530,2026-07-01,91.53
FREQ00006356,ALU00530,2026-08-01,98.64
FREQ00006357,ALU00530,2026-09-01,94.28
FREQ00006358,ALU00530,2026-10-01,89.29
FREQ00006359,ALU00530,2026-11-01,92.08
FREQ00006360,ALU00530,2026-12-01,90.86
FREQ00006361,ALU00531,2026-01-01,96.43
FREQ00006362,ALU00531,2026-02-01,87.65
FREQ00006363,ALU00531,2026-03-01,94.82
FREQ00006364,ALU00531,2026-04-01,96.26
FREQ00006365,ALU00531,2026-05-01,97.48
FREQ00006366,ALU00531,2026-06-01,97.1
FREQ00006367,ALU00531,2026-07-01,98.68
FREQ00006368,ALU00531,2026-08-01,93.91
FREQ00006369,ALU00531,2026-09-01,88.27
FREQ00006370,ALU00531,2026-10-01,98.39
FREQ00006371,ALU00531,2026-11-01,90.25
FREQ00006372,ALU00531,2026-12-01,98.57
FREQ00006373,ALU00532,2026-01-01,97.05
FREQ00006374,ALU00532,2026-02-01,96.69
FREQ00006375,ALU00532,2026-03-01,96.63
FREQ00006376,ALU00532,2026-04-01,89.52
FREQ00006377,ALU00532,2026-05-01,92.29
FREQ00006378,ALU00532,2026-06-01,94.85
FREQ00006379,ALU00532,2026-07-01,94.19
FREQ00006380,ALU00532,2026-08-01,97.41
FREQ00006381,ALU00532,2026-09-01,93.3
FREQ00006382,ALU00532,2026-10-01,91.24
FREQ00006383,ALU00532,2026-11-01,93.75
FREQ00006384,ALU00532,2026-12-01,88.86
FREQ00006385,ALU00533,2026-01-01,90.0
FREQ00006386,ALU00533,2026-02-01,91.07
FREQ00006387,ALU00533,2026-03-01,89.76
FREQ00006388,ALU00533,2026-04-01,90.46
FREQ00006389,ALU00533,2026-05-01,94.79
FREQ00006390,ALU00533,2026-06-01,94.22
FREQ00006391,ALU00533,2026-07-01,88.43
FREQ00006392,ALU00533,2026-08-01,94.68
FREQ00006393,ALU00533,2026-09-01,90.76
FREQ00006394,ALU00533,2026-10-01,93.62
FREQ00006395,ALU00533,2026-11-01,88.32
FREQ00006396,ALU00533,2026-12-01,91.33
FREQ00006397,ALU00534,2026-01-01,94.12
FREQ00006398,ALU00534,2026-02-01,89.78
FREQ00006399,ALU00534,2026-03-01,91.01
FREQ00006400,ALU00534,2026-04-01,98.09
FREQ00006401,ALU00534,2026-05-01,94.68
FREQ00006402,ALU00534,2026-06-01,88.55
FREQ00006403,ALU00534,2026-07-01,96.04
FREQ00006404,ALU00534,2026-08-01,92.27
FREQ00006405,ALU00534,2026-09-01,88.37
FREQ00006406,ALU00534,2026-10-01,87.8
FREQ00006407,ALU00534,2026-11-01,98.2
FREQ00006408,ALU00534,2026-12-01,93.42
FREQ00006409,ALU00535,2026-01-01,89.96
FREQ00006410,ALU00535,2026-02-01,97.96
FREQ00006411,ALU00535,2026-03-01,91.38
FREQ00006412,ALU00535,2026-04-01,92.94
FREQ00006413,ALU00535,2026-05-01,92.89
FREQ00006414,ALU00535,2026-06-01,90.4
FREQ00006415,ALU00535,2026-07-01,95.15
FREQ00006416,ALU00535,2026-08-01,93.62
FREQ00006417,ALU00535,2026-09-01,92.53
FREQ00006418,ALU00535,2026-10-01,94.86
FREQ00006419,ALU00535,2026-11-01,95.03
FREQ00006420,ALU00535,2026-12-01,98.98
FREQ00006421,ALU00536,2026-01-01,92.51
FREQ00006422,ALU00536,2026-02-01,98.65
FREQ00006423,ALU00536,2026-03-01,93.54
FREQ00006424,ALU00536,2026-04-01,94.18
FREQ00006425,ALU00536,2026-05-01,95.45
FREQ00006426,ALU00536,2026-06-01,96.35
FREQ00006427,ALU00536,2026-07-01,93.74
FREQ00006428,ALU00536,2026-08-01,94.92
FREQ00006429,ALU00536,2026-09-01,90.87
FREQ00006430,ALU00536,2026-10-01,94.41
FREQ00006431,ALU00536,2026-11-01,96.26
FREQ00006432,ALU00536,2026-12-01,98.87
FREQ00006433,ALU00537,2026-01-01,94.02
FREQ00006434,ALU00537,2026-02-01,92.53
FREQ00006435,ALU00537,2026-03-01,95.48
FREQ00006436,ALU00537,2026-04-01,93.19
FREQ00006437,ALU00537,2026-05-01,94.83
FREQ00006438,ALU00537,2026-06-01,96.16
FREQ00006439,ALU00537,2026-07-01,89.99
FREQ00006440,ALU00537,2026-08-01,96.12
FREQ00006441,ALU00537,2026-09-01,87.07
FREQ00006442,ALU00537,2026-10-01,97.82
FREQ00006443,ALU00537,2026-11-01,94.28
FREQ00006444,ALU00537,2026-12-01,88.29
FREQ00006445,ALU00538,2026-01-01,89.83
FREQ00006446,ALU00538,2026-02-01,95.84
FREQ00006447,ALU00538,2026-03-01,88.32
FREQ00006448,ALU00538,2026-04-01,89.92
FREQ00006449,ALU00538,2026-05-01,90.61
FREQ00006450,ALU00538,2026-06-01,94.56
FREQ00006451,ALU00538,2026-07-01,87.72
FREQ00006452,ALU00538,2026-08-01,94.92
FREQ00006453,ALU00538,2026-09-01,93.47
FREQ00006454,ALU00538,2026-10-01,87.8
FREQ00006455,ALU00538,2026-11-01,87.36
FREQ00006456,ALU00538,2026-12-01,97.49
FREQ00006457,ALU00539,2026-01-01,92.92
FREQ00006458,ALU00539,2026-02-01,96.85
FREQ00006459,ALU00539,2026-03-01,95.97
FREQ00006460,ALU00539,2026-04-01,95.05
FREQ00006461,ALU00539,2026-05-01,89.17
FREQ00006462,ALU00539,2026-06-01,88.42
FREQ00006463,ALU00539,2026-07-01,98.55
FREQ00006464,ALU00539,2026-08-01,98.72
FREQ00006465,ALU00539,2026-09-01,94.57
FREQ00006466,ALU00539,2026-10-01,90.07
FREQ00006467,ALU00539,2026-11-01,95.55
FREQ00006468,ALU00539,2026-12-01,89.74
FREQ00006469,ALU00540,2026-01-01,93.57
FREQ00006470,ALU00540,2026-02-01,89.88
FREQ00006471,ALU00540,2026-03-01,93.71
FREQ00006472,ALU00540,2026-04-01,93.75
FREQ00006473,ALU00540,2026-05-01,97.07
FREQ00006474,ALU00540,2026-06-01,89.25
FREQ00006475,ALU00540,2026-07-01,89.5
FREQ00006476,ALU00540,2026-08-01,91.65
FREQ00006477,ALU00540,2026-09-01,95.1
FREQ00006478,ALU00540,2026-10-01,88.87
FREQ00006479,ALU00540,2026-11-01,98.2
FREQ00006480,ALU00540,2026-12-01,94.72
FREQ00006481,ALU00541,2026-01-01,91.51
FREQ00006482,ALU00541,2026-02-01,96.51
FREQ00006483,ALU00541,2026-03-01,96.82
FREQ00006484,ALU00541,2026-04-01,91.37
FREQ00006485,ALU00541,2026-05-01,90.87
FREQ00006486,ALU00541,2026-06-01,95.62
FREQ00006487,ALU00541,2026-07-01,96.42
FREQ00006488,ALU00541,2026-08-01,91.02
FREQ00006489,ALU00541,2026-09-01,97.77
FREQ00006490,ALU00541,2026-10-01,90.64
FREQ00006491,ALU00541,2026-11-01,90.97
FREQ00006492,ALU00541,2026-12-01,96.31
FREQ00006493,ALU00542,2026-01-01,94.24
FREQ00006494,ALU00542,2026-02-01,93.29
FREQ00006495,ALU00542,2026-03-01,92.87
FREQ00006496,ALU00542,2026-04-01,92.86
FREQ00006497,ALU00542,2026-05-01,98.36
FREQ00006498,ALU00542,2026-06-01,90.7
FREQ00006499,ALU00542,2026-07-01,89.18
FREQ00006500,ALU00542,2026-08-01,90.9
FREQ00006501,ALU00542,2026-09-01,96.16
FREQ00006502,ALU00542,2026-10-01,97.31
FREQ00006503,ALU00542,2026-11-01,88.55
FREQ00006504,ALU00542,2026-12-01,94.44
FREQ00006505,ALU00543,2026-01-01,96.77
FREQ00006506,ALU00543,2026-02-01,96.54
FREQ00006507,ALU00543,2026-03-01,95.8
FREQ00006508,ALU00543,2026-04-01,91.7
FREQ00006509,ALU00543,2026-05-01,92.08
FREQ00006510,ALU00543,2026-06-01,94.86
FREQ00006511,ALU00543,2026-07-01,87.85
FREQ00006512,ALU00543,2026-08-01,89.23
FREQ00006513,ALU00543,2026-09-01,97.35
FREQ00006514,ALU00543,2026-10-01,89.81
FREQ00006515,ALU00543,2026-11-01,91.28
FREQ00006516,ALU00543,2026-12-01,96.52
FREQ00006517,ALU00544,2026-01-01,93.38
FREQ00006518,ALU00544,2026-02-01,96.28
FREQ00006519,ALU00544,2026-03-01,93.66
FREQ00006520,ALU00544,2026-04-01,91.07
FREQ00006521,ALU00544,2026-05-01,97.33
FREQ00006522,ALU00544,2026-06-01,88.51
FREQ00006523,ALU00544,2026-07-01,98.43
FREQ00006524,ALU00544,2026-08-01,88.37
FREQ00006525,ALU00544,2026-09-01,89.8
FREQ00006526,ALU00544,2026-10-01,88.11
FREQ00006527,ALU00544,2026-11-01,95.31
FREQ00006528,ALU00544,2026-12-01,95.26
FREQ00006529,ALU00545,2026-01-01,95.58
FREQ00006530,ALU00545,2026-02-01,94.61
FREQ00006531,ALU00545,2026-03-01,93.48
FREQ00006532,ALU00545,2026-04-01,89.25
FREQ00006533,ALU00545,2026-05-01,95.09
FREQ00006534,ALU00545,2026-06-01,89.62
FREQ00006535,ALU00545,2026-07-01,91.1
FREQ00006536,ALU00545,2026-08-01,88.46
FREQ00006537,ALU00545,2026-09-01,89.52
FREQ00006538,ALU00545,2026-10-01,96.38
FREQ00006539,ALU00545,2026-11-01,92.51
FREQ00006540,ALU00545,2026-12-01,87.26
FREQ00006541,ALU00546,2026-01-01,95.23
FREQ00006542,ALU00546,2026-02-01,88.25
FREQ00006543,ALU00546,2026-03-01,97.93
FREQ00006544,ALU00546,2026-04-01,97.29
FREQ00006545,ALU00546,2026-05-01,96.15
FREQ00006546,ALU00546,2026-06-01,97.22
FREQ00006547,ALU00546,2026-07-01,91.32
FREQ00006548,ALU00546,2026-08-01,90.61
FREQ00006549,ALU00546,2026-09-01,91.31
FREQ00006550,ALU00546,2026-10-01,98.66
FREQ00006551,ALU00546,2026-11-01,87.59
FREQ00006552,ALU00546,2026-12-01,97.65
FREQ00006553,ALU00547,2026-01-01,96.92
FREQ00006554,ALU00547,2026-02-01,97.88
FREQ00006555,ALU00547,2026-03-01,92.06
FREQ00006556,ALU00547,2026-04-01,93.44
FREQ00006557,ALU00547,2026-05-01,94.44
FREQ00006558,ALU00547,2026-06-01,98.69
FREQ00006559,ALU00547,2026-07-01,92.14
FREQ00006560,ALU00547,2026-08-01,87.29
FREQ00006561,ALU00547,2026-09-01,96.92
FREQ00006562,ALU00547,2026-10-01,97.6
FREQ00006563,ALU00547,2026-11-01,88.33
FREQ00006564,ALU00547,2026-12-01,95.35
FREQ00006565,ALU00548,2026-01-01,94.74
FREQ00006566,ALU00548,2026-02-01,96.85
FREQ00006567,ALU00548,2026-03-01,87.48
FREQ00006568,ALU00548,2026-04-01,97.13
FREQ00006569,ALU00548,2026-05-01,95.7
FREQ00006570,ALU00548,2026-06-01,93.15
FREQ00006571,ALU00548,2026-07-01,87.23
FREQ00006572,ALU00548,2026-08-01,87.12
FREQ00006573,ALU00548,2026-09-01,98.1
FREQ00006574,ALU00548,2026-10-01,88.88
FREQ00006575,ALU00548,2026-11-01,92.46
FREQ00006576,ALU00548,2026-12-01,94.42
FREQ00006577,ALU00549,2026-01-01,87.69
FREQ00006578,ALU00549,2026-02-01,96.78
FREQ00006579,ALU00549,2026-03-01,94.77
FREQ00006580,ALU00549,2026-04-01,89.29
FREQ00006581,ALU00549,2026-05-01,96.52
FREQ00006582,ALU00549,2026-06-01,92.07
FREQ00006583,ALU00549,2026-07-01,90.48
FREQ00006584,ALU00549,2026-08-01,91.11
FREQ00006585,ALU00549,2026-09-01,89.1
FREQ00006586,ALU00549,2026-10-01,87.96
FREQ00006587,ALU00549,2026-11-01,95.88
FREQ00006588,ALU00549,2026-12-01,92.86
FREQ00006589,ALU00550,2026-01-01,93.26
FREQ00006590,ALU00550,2026-02-01,88.52
FREQ00006591,ALU00550,2026-03-01,88.6
FREQ00006592,ALU00550,2026-04-01,95.32
FREQ00006593,ALU00550,2026-05-01,96.47
FREQ00006594,ALU00550,2026-06-01,88.14
FREQ00006595,ALU00550,2026-07-01,96.46
FREQ00006596,ALU00550,2026-08-01,94.94
FREQ00006597,ALU00550,2026-09-01,95.82
FREQ00006598,ALU00550,2026-10-01,95.95
FREQ00006599,ALU00550,2026-11-01,88.82
FREQ00006600,ALU00550,2026-12-01,94.21
FREQ00006601,ALU00551,2026-01-01,90.53
FREQ00006602,ALU00551,2026-02-01,96.21
FREQ00006603,ALU00551,2026-03-01,88.15
FREQ00006604,ALU00551,2026-04-01,89.62
FREQ00006605,ALU00551,2026-05-01,92.42
FREQ00006606,ALU00551,2026-06-01,88.37
FREQ00006607,ALU00551,2026-07-01,90.37
FREQ00006608,ALU00551,2026-08-01,93.01
FREQ00006609,ALU00551,2026-09-01,98.75
FREQ00006610,ALU00551,2026-10-01,90.96
FREQ00006611,ALU00551,2026-11-01,98.12
FREQ00006612,ALU00551,2026-12-01,98.73
FREQ00006613,ALU00552,2026-01-01,90.91
FREQ00006614,ALU00552,2026-02-01,96.67
FREQ00006615,ALU00552,2026-03-01,87.49
FREQ00006616,ALU00552,2026-04-01,91.54
FREQ00006617,ALU00552,2026-05-01,97.38
FREQ00006618,ALU00552,2026-06-01,89.11
FREQ00006619,ALU00552,2026-07-01,94.33
FREQ00006620,ALU00552,2026-08-01,96.43
FREQ00006621,ALU00552,2026-09-01,87.47
FREQ00006622,ALU00552,2026-10-01,95.45
FREQ00006623,ALU00552,2026-11-01,97.88
FREQ00006624,ALU00552,2026-12-01,87.95
FREQ00006625,ALU00553,2026-01-01,88.01
FREQ00006626,ALU00553,2026-02-01,95.86
FREQ00006627,ALU00553,2026-03-01,96.65
FREQ00006628,ALU00553,2026-04-01,90.96
FREQ00006629,ALU00553,2026-05-01,87.33
FREQ00006630,ALU00553,2026-06-01,92.66
FREQ00006631,ALU00553,2026-07-01,88.3
FREQ00006632,ALU00553,2026-08-01,87.58
FREQ00006633,ALU00553,2026-09-01,90.82
FREQ00006634,ALU00553,2026-10-01,94.53
FREQ00006635,ALU00553,2026-11-01,93.08
FREQ00006636,ALU00553,2026-12-01,96.43
FREQ00006637,ALU00554,2026-01-01,98.39
FREQ00006638,ALU00554,2026-02-01,98.41
FREQ00006639,ALU00554,2026-03-01,88.22
FREQ00006640,ALU00554,2026-04-01,91.51
FREQ00006641,ALU00554,2026-05-01,94.37
FREQ00006642,ALU00554,2026-06-01,94.31
FREQ00006643,ALU00554,2026-07-01,87.17
FREQ00006644,ALU00554,2026-08-01,88.47
FREQ00006645,ALU00554,2026-09-01,97.97
FREQ00006646,ALU00554,2026-10-01,98.04
FREQ00006647,ALU00554,2026-11-01,90.41
FREQ00006648,ALU00554,2026-12-01,88.79
FREQ00006649,ALU00555,2026-01-01,93.4
FREQ00006650,ALU00555,2026-02-01,87.79
FREQ00006651,ALU00555,2026-03-01,95.06
FREQ00006652,ALU00555,2026-04-01,90.83
FREQ00006653,ALU00555,2026-05-01,96.64
FREQ00006654,ALU00555,2026-06-01,98.38
FREQ00006655,ALU00555,2026-07-01,98.42
FREQ00006656,ALU00555,2026-08-01,94.78
FREQ00006657,ALU00555,2026-09-01,87.77
FREQ00006658,ALU00555,2026-10-01,90.03
FREQ00006659,ALU00555,2026-11-01,92.47
FREQ00006660,ALU00555,2026-12-01,88.0
FREQ00006661,ALU00556,2026-01-01,90.32
FREQ00006662,ALU00556,2026-02-01,91.13
FREQ00006663,ALU00556,2026-03-01,95.42
FREQ00006664,ALU00556,2026-04-01,96.46
FREQ00006665,ALU00556,2026-05-01,97.64
FREQ00006666,ALU00556,2026-06-01,94.0
FREQ00006667,ALU00556,2026-07-01,89.93
FREQ00006668,ALU00556,2026-08-01,96.13
FREQ00006669,ALU00556,2026-09-01,87.83
FREQ00006670,ALU00556,2026-10-01,95.44
FREQ00006671,ALU00556,2026-11-01,96.3
FREQ00006672,ALU00556,2026-12-01,94.05
FREQ00006673,ALU00557,2026-01-01,87.26
FREQ00006674,ALU00557,2026-02-01,94.08
FREQ00006675,ALU00557,2026-03-01,89.07
FREQ00006676,ALU00557,2026-04-01,93.52
FREQ00006677,ALU00557,2026-05-01,96.25
FREQ00006678,ALU00557,2026-06-01,93.29
FREQ00006679,ALU00557,2026-07-01,92.19
FREQ00006680,ALU00557,2026-08-01,97.6
FREQ00006681,ALU00557,2026-09-01,92.05
FREQ00006682,ALU00557,2026-10-01,97.19
FREQ00006683,ALU00557,2026-11-01,90.26
FREQ00006684,ALU00557,2026-12-01,92.37
FREQ00006685,ALU00558,2026-01-01,90.09
FREQ00006686,ALU00558,2026-02-01,96.12
FREQ00006687,ALU00558,2026-03-01,93.16
FREQ00006688,ALU00558,2026-04-01,93.51
FREQ00006689,ALU00558,2026-05-01,97.99
FREQ00006690,ALU00558,2026-06-01,94.36
FREQ00006691,ALU00558,2026-07-01,92.35
FREQ00006692,ALU00558,2026-08-01,92.03
FREQ00006693,ALU00558,2026-09-01,91.69
FREQ00006694,ALU00558,2026-10-01,94.14
FREQ00006695,ALU00558,2026-11-01,89.78
